Carrera;Edad;Trabajo;Beca;Genero;EstadoCivil;CantidadHijos;Prom_cAplazo;A/P;Desemp1R;Desemp2N;Desemp3RN
LA;25;S;N;M;Soltero;0;7,97;7,50;1;1;1
CPN;21;S;N;M;Soltero;0;7,92;8,33;1;1;1
CPN;21;N;N;F;Soltero;0;6,22;6,00;1;0;1
CPN;21;N;N;M;Soltero;0;6,41;6,00;1;0;1
CPN;22;N;N;F;Soltero;0;7;2,75;0;1;0
CPN;22;N;N;M;Soltero;0;7,39;6,00;1;1;1
CPN;22;N;N;F;Soltero;0;6,42;2,00;0;0;0
CPN;21;N;N;F;Soltero;0;6,64;5,00;1;0;1
LE;22;N;S;F;Soltero;0;8,14;4,00;1;1;1
LA;24;N;N;M;Soltero;0;7,38;6,75;1;1;1
CPN;23;N;S;M;Soltero;0;5,52;3,00;0;0;0
CPN;21;N;N;F;Soltero;0;6,41;6,00;1;0;1
LA;21;N;N;F;Soltero;0;7,19;5,50;1;1;1
CPN;21;N;N;F;Soltero;0;5,8;4,00;1;0;0
LA;21;N;N;F;Soltero;0;5,68;3,00;0;0;0
CPN;22;N;N;M;Soltero;0;5,73;4,50;1;0;0
CPN;21;N;N;F;Soltero;0;7,14;7,50;1;1;1
LE;26;N;S;F;Soltero;0;5,82;3,00;0;0;0
LA;25;N;S;F;Soltero;0;6,17;2,50;0;0;0
LA;22;N;N;F;Soltero;0;6,17;5,00;1;0;1
LE;21;N;N;M;Soltero;0;7,33;4,50;1;1;1
CPN;23;N;N;F;Soltero;0;5,82;6,25;1;0;1
CPN;23;N;N;M;Soltero;0;3,84;1,00;0;0;0
LA;21;N;N;M;Soltero;0;7,33;1,50;0;1;0
CPN;53;N;N;F;Casado;3;6,65;3,00;0;0;0
LA;22;N;N;M;Soltero;0;7,69;7,00;1;1;1
CPN;22;N;N;M;Soltero;0;7,94;6,75;1;1;1
CPN;22;N;N;M;Soltero;0;6,22;4,25;1;0;0
CPN;30;N;N;F;Soltero;2;6;1,50;0;0;0
LLO;21;N;S;F;Soltero;0;6;1,67;0;0;0
CPN;21;N;S;F;Soltero;0;5,88;1,00;0;0;0
CPN;25;N;N;F;Soltero;0;6,54;5,75;1;0;1
LLO;23;N;N;M;Soltero;0;5,55;3,00;0;0;0
LA;22;S;N;M;Soltero;0;8,16;4,50;1;1;1
CPN;22;N;N;F;Soltero;0;6,86;5,50;1;0;1
LA;34;N;N;F;Soltero;0;8,17;2,50;0;1;0
CPN;22;N;S;M;Soltero;0;6,94;6,00;1;0;1
CPN;26;S;N;M;Soltero;0;4,83;0,75;0;0;0
CPN;21;N;N;F;Soltero;0;5,17;2,75;0;0;0
CPN;22;S;N;F;Soltero;0;5,78;1,00;0;0;0
LA;26;N;S;F;Soltero;0;7,17;3,50;0;1;0
CPN;24;N;N;M;Soltero;0;6,92;4,50;1;0;1
LLO;23;N;N;M;Soltero;0;5,05;2,50;0;0;0
LA;21;N;N;M;Soltero;0;5,17;1,00;0;0;0
CPN;22;N;N;F;Soltero;0;7,03;6,25;1;1;1
CPN;22;N;N;F;Soltero;0;5,72;3,00;0;0;0
CPN;21;N;N;M;Soltero;0;8,17;6,00;1;1;1
CPN;21;N;N;M;Soltero;0;7,88;5,75;1;1;1
CPN;21;N;N;F;Soltero;0;8,15;6,25;1;1;1
LA;21;N;N;F;Soltero;0;7,25;4,00;1;1;1
LA;23;N;N;M;Soltero;0;8,22;6,75;1;1;1
LA;21;N;N;M;Soltero;0;7,69;6,00;1;1;1
CPN;22;N;N;M;Soltero;0;6,7;3,50;0;0;0
CPN;22;N;N;F;Soltero;0;8,21;4,25;1;1;1
CPN;23;N;N;M;Soltero;0;7,06;7,75;1;1;1
LA;23;N;N;M;Soltero;0;6,6;3,50;0;0;0
CPN;21;N;N;F;Soltero;0;7;0,67;0;1;0
CPN;27;S;N;F;Soltero;0;5,89;1,75;0;0;0
CPN;23;N;N;M;Soltero;0;6,38;7,50;1;0;1
CPN;21;S;N;M;Soltero;0;7,34;7,75;1;1;1
CPN;22;N;N;M;Soltero;0;6,48;9,25;1;0;1
CPN;31;N;N;F;Soltero;1;6,14;6,75;1;0;1
LA;24;S;N;M;Soltero;0;7,33;1,50;0;1;0
CPN;21;N;N;F;Soltero;0;6,67;4,50;1;0;1
CPN;22;N;N;M;Soltero;0;6,68;6,75;1;0;1
LLO;33;S;N;M;Soltero;0;8,44;4,00;1;1;1
LLO;22;N;N;M;Soltero;0;6,9;6,25;1;0;1
LA;22;S;N;F;Soltero;0;7,19;5,00;1;1;1
LLO;21;N;N;F;Soltero;0;7,47;7,50;1;1;1
CPN;21;N;N;F;Soltero;0;6,54;4,50;1;0;1
CPN;22;N;N;M;Soltero;0;7,45;6,00;1;1;1
CPN;23;N;S;F;Soltero;0;6,67;4,25;1;0;1
CPN;21;N;N;M;Soltero;0;8,7;6,50;1;1;1
CPN;30;S;N;F;Soltero;0;7,54;5,50;1;1;1
LE;27;N;S;M;Soltero;0;8,23;7,25;1;1;1
CPN;21;N;N;F;Soltero;0;7,27;5,00;1;1;1
LA;22;N;N;F;Soltero;0;6,85;6,00;1;0;1
CPN;21;N;N;F;Soltero;0;5,7;6,25;1;0;1
LA;22;N;N;M;Soltero;0;8,77;7,75;1;1;1
LA;26;S;N;M;Soltero;0;5,71;2,75;0;0;0
CPN;21;N;N;F;Soltero;0;7,06;6,00;1;1;1
LA;22;N;N;F;Soltero;0;7,15;4,75;1;1;1
LA;23;N;N;F;Soltero;0;9;2,50;0;1;0
CPN;27;N;N;F;Soltero;0;6,67;1,75;0;0;0
LLO;22;N;N;F;Soltero;0;5;2,75;0;0;0
LA;23;N;N;M;Soltero;0;7,18;5,75;1;1;1
CPN;21;N;N;F;Soltero;1;6,79;7,00;1;0;1
LA;22;N;N;M;Soltero;0;6,63;5,50;1;0;1
LA;22;N;N;M;Soltero;0;7,59;5,00;1;1;1
LE;21;N;N;M;Soltero;0;3;0,33;0;0;0
LA;21;N;N;F;Soltero;0;6,38;4,00;1;0;0
LA;22;N;N;M;Soltero;0;6,83;6,00;1;0;1
CPN;24;N;N;F;Soltero;0;5,37;2,50;0;0;0
CPN;22;N;N;M;Soltero;0;6,55;4,25;1;0;0
CPN;44;S;N;F;Soltero;0;6,56;1,75;0;0;0
CPN;24;N;N;F;Soltero;0;6,48;4,75;1;0;1
CPN;21;N;N;M;Soltero;0;6,81;5,50;1;0;1
CPN;22;N;N;F;Soltero;0;6,61;3,25;0;0;0
LA;22;N;S;F;Soltero;0;7,64;5,00;1;1;1
LA;21;N;N;F;Soltero;0;8,19;6,50;1;1;1
LA;28;S;S;M;Casado;0;7,64;2,75;0;1;0
CPN;22;N;N;M;Soltero;0;5,41;3,75;0;0;0
CPN;21;N;N;M;Soltero;0;6,22;5,00;1;0;1
LA;22;N;N;F;Soltero;0;7,52;6,50;1;1;1
LA;22;N;N;F;Soltero;0;7;5,00;1;1;1
LA;22;N;N;M;Soltero;0;8,52;6,25;1;1;1
CPN;21;N;N;F;Soltero;0;4,34;2,00;0;0;0
CPN;21;N;N;F;Soltero;0;8,36;6,75;1;1;1
CPN;21;N;N;M;Soltero;0;6,6;8,75;1;0;1
LA;22;N;N;F;Soltero;0;6,04;3,50;0;0;0
CPN;21;N;N;F;Soltero;0;7,29;4,25;1;1;1
CPN;21;S;N;M;Soltero;0;5,79;4,75;1;0;0
CPN;21;N;N;M;Soltero;0;6,73;8,00;1;0;1
CPN;23;N;N;F;Soltero;0;7,55;5,00;1;1;1
CPN;23;N;N;M;Soltero;0;4,5;1,75;0;0;0
LA;23;N;N;M;Soltero;0;6,63;3,75;0;0;0
LA;28;S;N;M;Soltero;0;7,8;4,25;1;1;1
CPN;22;S;N;F;Soltero;0;7,67;6,00;1;1;1
CPN;21;N;N;M;Soltero;0;4,81;3,00;0;0;0
LE;21;S;N;F;Soltero;0;7,31;5,75;1;1;1
CPN;22;N;N;F;Soltero;0;7,24;5,00;1;1;1
CPN;22;N;N;F;Soltero;0;7,11;3,50;0;1;0
CPN;22;N;N;M;Soltero;0;6,03;4,25;1;0;0
CPN;21;N;N;F;Soltero;0;7,76;5,75;1;1;1
LA;25;N;N;M;Soltero;0;7,5;4,25;1;1;1
LA;22;S;N;M;Soltero;0;7,52;4,75;1;1;1
CPN;21;N;N;M;Soltero;0;6,15;4,75;1;0;1
CPN;22;N;S;F;Soltero;1;4,93;3,75;0;0;0
LA;25;N;N;F;Soltero;0;6,58;4,50;1;0;1
CPN;21;N;N;F;Soltero;0;6,73;4,50;1;0;1
CPN;24;N;N;F;Soltero;0;7,05;4,25;1;1;1
CPN;22;N;N;F;Soltero;0;5,91;5,25;1;0;1
LE;22;N;N;M;Soltero;0;7,86;5,00;1;1;1
CPN;23;N;N;M;Soltero;0;7,14;3,00;0;1;0
CPN;21;N;N;F;Soltero;0;7,23;6,00;1;1;1
CPN;22;N;N;F;Soltero;0;6,36;7,50;1;0;1
CPN;21;N;N;M;Soltero;0;6,75;4,75;1;0;1
LA;22;N;N;F;Soltero;0;6,85;5,00;1;0;1
LE;28;N;N;M;Soltero;0;6,08;3,75;0;0;0
CPN;21;N;N;F;Soltero;0;7,57;7,25;1;1;1
CPN;21;N;N;F;Soltero;0;5,9;4,25;1;0;0
LA;21;N;N;F;Soltero;0;7;5,75;1;1;1
CPN;22;N;N;M;Soltero;0;7,11;3,75;0;1;0
CPN;22;N;N;F;Soltero;0;7,45;2,25;0;1;0
LA;22;N;N;F;Soltero;0;7,75;2,00;0;1;0
CPN;23;N;N;F;Casado;1;5,6;1,25;0;0;0
CPN;22;N;N;F;Soltero;0;7,92;6,25;1;1;1
LA;21;N;N;F;Soltero;0;6,17;4,25;1;0;0
CPN;21;N;N;M;Soltero;0;5,83;4,25;1;0;0
CPN;25;N;N;F;Soltero;0;6,26;5,75;1;0;1
CPN;25;N;N;M;Soltero;0;7,48;5,75;1;1;1
CPN;31;S;N;F;Soltero;0;8;0,75;0;1;0
LA;24;S;N;M;Soltero;0;7,57;6,00;1;1;1
CPN;21;N;N;M;Soltero;0;6,97;6,00;1;0;1
CPN;22;N;N;F;Soltero;0;6,74;5,00;1;0;1
CPN;22;N;S;F;Soltero;0;6,88;7,50;1;0;1
CPN;23;N;N;F;Soltero;0;5,6;1,50;0;0;0
CPN;22;N;N;F;Soltero;0;7,6;5,25;1;1;1
CPN;22;S;N;F;Soltero;0;6,4;5,00;1;0;1
LA;21;N;N;M;Soltero;0;7,06;7,50;1;1;1
CPN;23;N;N;F;Soltero;0;6,28;7,00;1;0;1
CPN;22;N;N;M;Soltero;0;6,78;6,50;1;0;1
CPN;21;S;N;F;Soltero;0;6,93;2,75;0;0;0
CPN;21;N;N;F;Soltero;0;6,88;5,50;1;0;1
CPN;22;N;N;F;Soltero;0;8,3;6,50;1;1;1
CPN;21;N;S;F;Soltero;0;7,1;5,50;1;1;1
CPN;22;N;N;F;Soltero;0;7;3,50;0;1;0
CPN;21;N;N;F;Soltero;0;7,32;5,75;1;1;1
LA;21;N;N;F;Soltero;0;6,85;4,00;1;0;0
LA;22;N;N;F;Soltero;0;8,71;7,75;1;1;1
LE;21;N;N;M;Soltero;0;8;2,50;0;1;0
CPN;21;N;N;F;Soltero;0;7,89;4,75;1;1;1
LA;21;N;N;F;Soltero;0;5,73;5,75;1;0;1
CPN;22;N;N;F;Soltero;0;7,41;6,75;1;1;1
CPN;22;N;N;F;Soltero;0;6,17;3,50;0;0;0
LA;23;N;N;M;Soltero;0;6,5;5,75;1;0;1
CPN;21;N;N;F;Soltero;0;6,54;4,25;1;0;0
CPN;22;N;N;F;Soltero;0;7,42;4,75;1;1;1
LE;22;N;N;M;Soltero;0;8;5,75;1;1;1
LE;22;N;N;M;Soltero;0;7,73;4,75;1;1;1
CPN;21;N;N;M;Soltero;0;8,85;6,75;1;1;1
CPN;21;N;N;M;Soltero;0;7,04;5,00;1;1;1
LA;25;N;S;M;Soltero;0;8,35;7,50;1;1;1
CPN;21;N;N;F;Soltero;0;6,6;3,50;0;0;0
CPN;21;S;N;M;Soltero;0;6,14;4,50;1;0;0
CPN;21;N;N;F;Soltero;0;6,27;5,75;1;0;1
LA;21;N;N;F;Soltero;0;8,48;5,50;1;1;1
CPN;22;N;N;F;Soltero;0;5,2;2,50;0;0;0
CPN;22;N;S;F;Soltero;0;7,14;4,50;1;1;1
LE;22;N;N;F;Soltero;0;7,59;4,75;1;1;1
CPN;21;N;N;M;Soltero;0;6,81;6,00;1;0;1
CPN;22;N;N;M;Soltero;0;6,33;1,25;0;0;0
CPN;23;N;S;M;Soltero;0;7,56;5,75;1;1;1
LA;21;N;N;F;Soltero;0;8,65;6,50;1;1;1
CPN;21;N;N;F;Soltero;1;5,88;2,25;0;0;0
CPN;21;N;S;F;Soltero;0;8,04;5,50;1;1;1
LA;22;N;N;M;Soltero;0;6,18;3,50;0;0;0
CPN;22;N;N;F;Soltero;0;6,05;6,75;1;0;1
LA;22;S;N;F;Soltero;0;7,18;5,50;1;1;1
CPN;22;N;N;F;Soltero;0;8;6,25;1;1;1
LA;22;N;N;F;Soltero;0;7,39;9,25;1;1;1
CPN;21;N;N;F;Soltero;0;8,64;6,75;1;1;1
CPN;21;N;N;M;Soltero;0;7,63;6,00;1;1;1
CPN;21;N;N;M;Soltero;0;6,5;4,00;1;0;0
CPN;22;S;N;F;Soltero;0;6,72;4,00;1;0;0
CPN;21;N;N;F;Soltero;0;8,46;6,50;1;1;1
CPN;21;N;N;F;Soltero;0;7,76;6,50;1;1;1
CPN;23;N;N;M;Soltero;0;7,16;5,50;1;1;1
CPN;22;N;N;F;Soltero;0;6,66;6,00;1;0;1
LA;23;N;N;M;Soltero;0;6,59;4,00;1;0;0
CPN;21;N;N;F;Soltero;0;6,91;4,25;1;0;1
LA;22;N;N;F;Soltero;0;6,28;4,50;1;0;1
CPN;22;N;N;F;Soltero;0;6,61;3,25;0;0;0
CPN;22;N;S;M;Soltero;0;6,3;4,50;1;0;1
CPN;22;S;N;F;Soltero;0;6,26;3,00;0;0;0
CPN;23;N;N;M;Soltero;0;7,04;4,75;1;1;1
CPN;22;N;N;M;Soltero;0;6,84;4,25;1;0;1
CPN;22;N;N;F;Soltero;0;5,9;5,25;1;0;1
CPN;22;N;N;F;Soltero;0;8,08;7,00;1;1;1
CPN;22;N;N;F;Soltero;0;6,47;5,50;1;0;1
CPN;23;N;N;F;Soltero;1;6,55;4,00;1;0;0
CPN;22;N;N;M;Soltero;0;6,71;4,50;1;0;1
CPN;21;N;N;F;Soltero;0;6,48;4,00;1;0;0
CPN;21;N;N;M;Soltero;0;6,73;6,00;1;0;1
CPN;21;N;N;F;Soltero;0;6,29;5,00;1;0;1
CPN;21;N;N;F;Soltero;0;7,68;6,00;1;1;1
CPN;22;N;N;F;Soltero;0;7,82;6,50;1;1;1
CPN;22;N;N;F;Soltero;0;7,58;6,25;1;1;1
CPN;21;N;N;F;Soltero;0;5,78;4,50;1;0;0
CPN;23;N;N;F;Soltero;0;6,8;5,00;1;0;1
CPN;24;N;N;M;Soltero;0;5,96;4,00;1;0;0
CPN;23;N;N;F;Soltero;0;5,78;6,00;1;0;1
LA;21;N;N;F;Soltero;0;7,55;6,50;1;1;1
CPN;22;N;N;F;Soltero;0;7,43;1,50;0;1;0
CPN;23;N;N;F;Soltero;0;6,19;5,00;1;0;1
CPN;22;N;N;M;Soltero;0;6,45;3,50;0;0;0
CPN;23;N;S;F;Soltero;0;6,08;3,50;0;0;0
LLO;21;N;N;F;Soltero;0;7,81;7,25;1;1;1
CPN;21;N;N;F;Soltero;0;4,59;1,50;0;0;0
CPN;21;S;N;M;Soltero;0;7,06;3,00;0;1;0
CPN;29;N;N;F;Soltero;1;6,6;4,25;1;0;1
CPN;22;S;N;F;Soltero;0;8,17;5,50;1;1;1
CPN;22;S;N;F;Soltero;0;7,04;5,00;1;1;1
LA;22;S;N;M;Soltero;0;7;5,00;1;1;1
LA;22;N;N;F;Soltero;0;8,7;6,75;1;1;1
CPN;21;N;N;F;Soltero;0;8,48;6,75;1;1;1
CPN;22;N;S;F;Soltero;0;6,52;5,75;1;0;1
LA;22;N;N;F;Soltero;0;7,65;7,75;1;1;1
LA;27;N;N;M;Soltero;0;7,71;4,00;1;1;1
CPN;21;N;N;F;Soltero;0;8,46;6,75;1;1;1
CPN;21;N;N;M;Soltero;0;6,65;3,75;0;0;0
CPN;23;N;N;M;Soltero;0;7,08;2,75;0;1;0
LA;22;N;N;M;Soltero;0;8,57;7,50;1;1;1
CPN;23;N;N;M;Soltero;0;5,93;4,50;1;0;0
CPN;22;N;N;M;Soltero;0;6,43;7,00;1;0;1
CPN;21;N;N;F;Soltero;0;5,81;4,50;1;0;0
CPN;22;S;N;M;Soltero;0;7,62;5,50;1;1;1
CPN;22;N;N;F;Soltero;0;5,65;3,50;0;0;0
CPN;22;S;N;M;Soltero;0;6,74;3,25;0;0;0
CPN;22;N;N;M;Soltero;0;7,52;5,00;1;1;1
LA;22;N;N;F;Soltero;0;6,81;5,50;1;0;1
CPN;22;N;S;M;Soltero;0;6,8;3,25;0;0;0
CPN;22;N;N;M;Soltero;0;6,73;4,25;1;0;1
CPN;21;N;N;F;Soltero;0;7,17;3,75;0;1;0
CPN;22;N;N;M;Soltero;0;8,87;5,75;1;1;1
CPN;22;N;N;F;Soltero;0;7,46;8,00;1;1;1
LA;21;N;N;M;Soltero;0;3,83;0,50;0;0;0
CPN;23;N;N;F;Soltero;0;6,74;4,00;1;0;0
LE;22;N;N;F;Soltero;0;8,42;5,75;1;1;1
CPN;22;N;N;M;Soltero;0;8,67;6,50;1;1;1
CPN;21;N;N;F;Soltero;0;5,88;3,75;0;0;0
CPN;23;S;S;F;Soltero;0;5,95;3,75;0;0;0
CPN;21;N;N;M;Soltero;0;6;7,50;1;0;1
LA;22;N;N;M;Soltero;0;7,13;8,00;1;1;1
CPN;21;N;N;M;Soltero;0;6,41;3,75;0;0;0
CPN;22;N;N;F;Soltero;0;6,06;2,75;0;0;0
CPN;22;N;S;F;Soltero;0;6,52;4,75;1;0;1
CPN;21;S;N;F;Soltero;0;6,87;4,00;1;0;0
CPN;22;N;N;F;Soltero;0;6,66;5,75;1;0;1
CPN;21;N;N;M;Soltero;0;7,41;9,50;1;1;1
LA;21;S;N;F;Soltero;0;7,06;8,75;1;1;1
LA;22;N;N;F;Soltero;0;5,9;3,25;0;0;0
CPN;22;N;N;M;Soltero;0;8,24;6,50;1;1;1
LE;22;N;S;M;Soltero;0;7,53;7,25;1;1;1
CPN;22;N;N;F;Soltero;0;6,5;4,50;1;0;1
CPN;21;N;N;F;Soltero;0;6,76;5,75;1;0;1
LE;24;S;S;F;Soltero;1;7,08;4,00;1;1;1
CPN;22;S;N;F;Soltero;0;7,05;3,75;0;1;0
CPN;21;N;N;F;Soltero;0;6,96;5,50;1;0;1
LE;23;S;N;M;Soltero;0;7,77;5,75;1;1;1
CPN;22;N;N;F;Soltero;0;7,17;8,00;1;1;1
CPN;22;N;N;M;Soltero;0;7,07;5,50;1;1;1
CPN;23;N;N;F;Soltero;0;6;4,00;1;0;0
CPN;22;N;N;M;Soltero;0;6,56;4,50;1;0;1
CPN;21;N;N;F;Soltero;0;6,86;5,25;1;0;1
CPN;22;N;N;F;Soltero;0;8,56;6,00;1;1;1
LA;22;N;S;F;Soltero;0;6,53;3,50;0;0;0
CPN;22;N;S;F;Soltero;0;6,35;4,25;1;0;0
CPN;21;S;N;F;Soltero;0;5,97;5,00;1;0;1
CPN;22;N;N;F;Soltero;0;6,82;5,00;1;0;1
LA;22;N;N;F;Soltero;0;7,13;4,75;1;1;1
LA;25;N;N;M;Soltero;0;6,89;3,75;0;0;0
CPN;21;N;N;F;Soltero;0;7,39;5,00;1;1;1
LA;21;N;N;F;Soltero;0;7;2,25;0;1;0
CPN;22;N;N;F;Soltero;0;6,33;2,25;0;0;0
CPN;23;N;N;M;Soltero;0;5,79;5,00;1;0;1
CPN;21;N;N;F;Soltero;0;6,67;6,00;1;0;1
CPN;21;N;N;F;Soltero;0;5,46;3,00;0;0;0
CPN;21;N;N;F;Soltero;0;6,82;7,25;1;0;1
CPN;22;N;N;F;Soltero;0;6,86;4,75;1;0;1
CPN;30;S;N;M;Soltero;0;7,27;4,75;1;1;1
CPN;22;N;N;F;Soltero;0;5,75;2,25;0;0;0
LA;28;S;N;F;Soltero;0;7,71;3,00;0;1;0
LA;23;N;N;F;Soltero;0;5,21;3,75;0;0;0
LE;23;N;N;M;Soltero;0;6,95;4,25;1;0;1
CPN;22;N;N;M;Soltero;0;7,1;6,00;1;1;1
LA;21;N;N;M;Soltero;0;8,22;8,75;1;1;1
CPN;22;N;N;M;Soltero;0;8,1;6,75;1;1;1
CPN;24;N;N;M;Soltero;0;8,58;3,00;0;1;0
CPN;21;N;N;F;Soltero;0;7,93;6,50;1;1;1
CPN;21;N;N;F;Soltero;0;6,5;4,75;1;0;1
CPN;21;N;N;F;Soltero;0;6,85;5,00;1;0;1
CPN;22;N;N;M;Soltero;0;7,52;5,00;1;1;1
CPN;21;N;N;F;Soltero;0;5,53;3,75;0;0;0
LA;22;S;N;F;Soltero;0;6,95;6,75;1;0;1
CPN;21;N;N;F;Soltero;0;7,24;5,00;1;1;1
CPN;21;N;N;F;Soltero;0;8,78;6,75;1;1;1
CPN;21;N;N;M;Soltero;0;7,18;3,25;0;1;0
CPN;21;S;N;M;Soltero;0;8,17;1,50;0;1;0
CPN;21;N;N;F;Soltero;0;6,97;7,50;1;0;1
CPN;22;N;N;F;Soltero;0;7,72;5,75;1;1;1
CPN;26;N;N;M;Soltero;0;7,11;5,50;1;1;1
CPN;22;N;N;M;Soltero;0;6,38;4,50;1;0;1
CPN;22;N;N;M;Soltero;0;6,9;4,25;1;0;1
LA;22;N;N;F;Soltero;0;5;2,33;0;0;0
CPN;24;S;S;M;Soltero;0;5,66;6,50;1;0;1
LE;22;N;N;F;Soltero;0;8,13;5,50;1;1;1
CPN;22;N;N;M;Soltero;0;6,2;1,00;0;0;0
LA;22;S;N;F;Soltero;0;7,65;7,25;1;1;1
LA;22;N;N;M;Soltero;0;7,54;6,75;1;1;1
CPN;22;N;N;F;Soltero;0;8,19;6,50;1;1;1
CPN;21;N;N;F;Soltero;0;6,48;7,50;1;0;1
LA;21;N;N;M;Soltero;0;7,31;7,50;1;1;1
CPN;22;N;N;M;Soltero;0;7,1;4,25;1;1;1
LA;22;S;N;M;Soltero;0;7,66;6,25;1;1;1
LA;22;N;N;M;Soltero;0;5,88;3,75;0;0;0
LA;21;N;N;F;Soltero;0;6,7;6,00;1;0;1
LA;25;N;N;M;Soltero;0;6,95;4,00;1;0;0
LA;22;N;N;M;Soltero;0;6,14;3,25;0;0;0
LA;31;S;S;F;Soltero;1;6,17;4,00;1;0;0
CPN;22;N;N;M;Soltero;0;7,7;6,00;1;1;1
CPN;21;N;N;M;Soltero;0;6,69;4,75;1;0;1
LLO;23;N;S;F;Soltero;0;8,03;7,50;1;1;1
LA;21;N;N;M;Soltero;0;7,39;5,00;1;1;1
CPN;27;N;N;F;Soltero;0;5,27;2,75;0;0;0
LLO;30;S;N;M;Soltero;0;8,04;5,75;1;1;1
LA;23;S;N;F;Soltero;0;8,21;6,50;1;1;1
CPN;25;N;N;F;Soltero;0;6,39;5,25;1;0;1
CPN;33;N;S;F;Casado;1;9,38;6,00;1;1;1
LA;25;N;S;M;Soltero;0;6,36;4,50;1;0;1
CPN;25;N;N;M;Soltero;0;7,07;5,50;1;1;1
CPN;22;N;N;M;Soltero;0;6,23;4,25;1;0;0
LA;23;N;N;M;Soltero;0;6,21;4,50;1;0;0
LA;29;S;N;F;Soltero;0;6;1,75;0;0;0
CPN;22;N;N;M;Soltero;0;6,64;4,75;1;0;1
CPN;25;N;N;M;Soltero;0;5,91;4,67;1;0;0
LLO;28;S;N;M;Soltero;0;8,09;5,00;1;1;1
LLO;27;S;N;M;Soltero;0;7,48;7,00;1;1;1
LA;21;N;N;F;Soltero;0;6,7;7,00;1;0;1
CPN;23;N;N;F;Soltero;0;7,09;5,25;1;1;1
LA;21;N;N;F;Soltero;0;6,94;6,75;1;0;1
LA;24;S;N;M;Soltero;0;7,18;6,00;1;1;1
LA;24;N;N;M;Soltero;0;7,11;7,50;1;1;1
CPN;25;S;N;F;Soltero;0;5,71;3,50;0;0;0
CPN;26;N;N;F;Soltero;0;5,15;1,57;0;0;0
LA;38;S;N;F;Soltero;1;5,46;1,48;0;0;0
LA;36;S;N;M;Soltero;0;5,6;1,72;0;0;0
CPN;26;S;N;F;Soltero;0;6,6;3,44;0;0;0
LA;25;N;N;M;Soltero;0;6,76;4,38;1;0;1
CPN;32;S;N;M;Soltero;0;5,66;1,69;0;0;0
LE;36;S;N;M;Soltero;0;7,14;2,67;0;1;0
CPN;33;S;N;M;Soltero;0;6,15;2,07;0;0;0
LA;25;N;N;F;Soltero;0;7,2;5,14;1;1;1
CPN;24;N;N;M;Soltero;0;4,56;1,14;0;0;0
CPN;25;N;N;M;Soltero;0;5,31;2,00;0;0;0
CPN;30;S;N;F;Soltero;1;7,53;3,00;0;1;0
LA;25;N;N;M;Soltero;0;6,6;4,43;1;0;1
CPN;36;S;N;M;Casado;1;6,53;1,84;0;0;0
CPN;23;S;S;F;Soltero;0;6,21;3,33;0;0;0
LA;60;N;N;F;Casado;0;7,59;1,72;0;1;0
LA;59;S;N;M;Casado;3;6,38;1,32;0;0;0
CPN;50;S;N;M;Casado;3;5,11;1,77;0;0;0
CPN;48;S;N;F;Casado;2;6,32;1,88;0;0;0
CPN;46;S;N;M;Otro;3;5,56;2,40;0;0;0
CPN;46;S;N;M;Casado;2;5,26;2,23;0;0;0
CPN;48;S;N;M;Casado;1;5,37;2,22;0;0;0
LA;45;S;N;M;Soltero;3;6,03;1,18;0;0;0
CPN;45;S;N;F;Casado;2;5,81;1,26;0;0;0
LA;45;N;N;F;Casado;2;7,11;1,09;0;1;0
CPN;45;S;N;M;Casado;2;5,9;2,26;0;0;0
LE;45;N;N;F;Casado;1;6;2,00;0;0;0
CPN;44;S;N;M;Casado;1;5,55;2,40;0;0;0
CPN;45;S;N;F;Soltero;0;6,33;2,44;0;0;0
LA;45;S;N;F;Soltero;0;6,55;1,64;0;0;0
LA;45;S;N;F;Otro;2;7,24;2,04;0;1;0
CPN;45;S;N;M;Soltero;1;5,74;1,17;0;0;0
CPN;44;S;N;F;Casado;3;6,02;2,52;0;0;0
LE;45;S;N;F;Casado;2;9;1,08;0;1;0
CPN;45;S;N;M;Casado;3;5,9;2,42;0;0;0
LE;44;S;N;M;Casado;2;7;2,00;0;1;0
LA;44;S;N;F;Casado;2;6,14;1,41;0;0;0
CPN;43;S;N;F;Soltero;0;6,89;1,17;0;0;0
CPN;43;N;N;F;Casado;3;5,96;1,36;0;0;0
LE;44;S;N;F;Casado;3;6,71;0,91;0;0;0
CPN;42;S;N;F;Otro;2;7,69;2,38;0;1;0
CPN;43;S;N;F;Soltero;0;5,6;2,50;0;0;0
LA;44;S;N;M;Casado;2;6,53;1,13;0;0;0
CPN;43;S;N;F;Soltero;0;6,94;2,33;0;0;0
CPN;44;S;N;F;Casado;2;5,82;2,46;0;0;0
LE;42;S;N;M;Casado;3;6,83;1,13;0;0;0
CPN;41;S;N;F;Casado;2;6,21;1,09;0;0;0
LE;41;S;N;F;Casado;2;5,83;1,35;0;0;0
LA;42;S;N;F;Soltero;0;5,7;1,50;0;0;0
CPN;43;S;N;F;Soltero;0;7,06;1,41;0;1;0
CPN;41;S;N;F;Soltero;0;6,61;1,35;0;0;0
CPN;42;S;N;F;Soltero;0;7,52;1,22;0;1;0
LA;43;S;N;F;Soltero;0;6,21;1,33;0;0;0
LA;42;S;N;M;Casado;3;6,62;1,23;0;0;0
