Carrera;Edad;Trabajo;Beca;Genero;EstadoCivil;CantidadHijos;Prom_cAplazo;A/P;Desemp1R;Desemp2N;Desemp3RN
CPN;26;S;N;F;Soltero;0;6,27;3,25;0;0;0
CPN;26;N;N;F;Soltero;0;6,98;4,00;1;0;0
CPN;26;S;N;F;Soltero;0;5,12;2,38;0;0;0
CPN;25;S;N;F;Soltero;0;6,12;4,25;1;0;0
CPN;28;N;N;F;Soltero;0;7;4,00;1;1;1
LA;26;S;N;F;Soltero;0;7,05;4,38;1;1;1
LA;27;N;N;F;Soltero;0;5,21;1,88;0;0;0
LA;25;S;N;M;Soltero;0;6,51;4,13;1;0;0
CPN;26;S;N;M;Soltero;0;6,45;3,25;0;0;0
CPN;25;N;N;M;Soltero;0;5,22;2,38;0;0;0
LA;26;S;S;F;Casado;1;6,33;2,63;0;0;0
CPN;26;N;N;F;Soltero;0;6,08;1,75;0;0;0
CPN;25;N;N;M;Soltero;0;6,28;3,75;0;0;0
CPN;25;N;N;F;Soltero;0;6,98;4,13;1;0;1
CPN;25;N;N;F;Soltero;0;6,7;4,38;1;0;1
CPN;26;S;N;F;Soltero;0;6,79;4,00;1;0;0
CPN;27;N;N;F;Soltero;0;6,29;2,25;0;0;0
CPN;25;S;N;F;Soltero;0;7,64;4,38;1;1;1
CPN;26;N;N;F;Soltero;0;6,47;4,00;1;0;0
CPN;27;N;N;F;Soltero;0;6,52;2,63;0;0;0
CPN;25;S;N;F;Soltero;0;6,95;3,88;0;0;0
LA;25;S;N;F;Soltero;0;7,04;4,50;1;1;1
CPN;26;S;N;M;Soltero;0;7,24;3,75;0;1;0
LA;26;S;N;F;Soltero;0;6,63;4,38;1;0;1
CPN;25;N;N;M;Soltero;0;5,95;4,00;1;0;0
CPN;27;N;N;F;Soltero;0;6,46;2,88;0;0;0
LA;25;N;N;M;Soltero;0;5,69;3,00;0;0;0
LA;25;S;N;F;Soltero;0;6,76;4,50;1;0;1
CPN;26;N;N;M;Soltero;0;5,44;2,00;0;0;0
LA;26;S;N;F;Soltero;0;7,08;4,50;1;1;1
CPN;26;S;N;F;Soltero;0;6,14;1,40;0;0;0
CPN;25;S;N;M;Soltero;0;6,02;3,38;0;0;0
CPN;26;N;N;F;Soltero;0;6,45;3,88;0;0;0
CPN;27;N;N;F;Soltero;0;5,68;2,38;0;0;0
CPN;25;S;N;M;Soltero;0;6,1;4,25;1;0;0
CPN;25;N;N;F;Casado;0;6,3;2,00;0;0;0
LA;26;N;N;F;Soltero;0;7,31;5,14;1;1;1
LLO;26;N;N;F;Soltero;0;10;0,50;0;1;0
CPN;26;N;N;F;Soltero;0;6,45;4,00;1;0;0
CPN;26;N;N;F;Soltero;0;6,78;4,38;1;0;1
CPN;27;N;N;F;Soltero;0;6,85;3,13;0;0;0
CPN;25;N;N;M;Soltero;0;7,53;6,75;1;1;1
CPN;25;S;N;M;Soltero;0;6,71;2,75;0;0;0
CPN;25;N;N;F;Soltero;0;5,45;2,00;0;0;0
CPN;25;S;N;F;Soltero;0;7,19;4,13;1;1;1
CPN;26;N;N;F;Soltero;0;7,41;4,13;1;1;1
CPN;27;N;N;F;Soltero;0;5,94;3,88;0;0;0
LA;26;S;N;F;Soltero;0;8,06;4,63;1;1;1
CPN;27;N;N;F;Soltero;0;5,03;1,50;0;0;0
CPN;28;N;S;F;Soltero;0;6,28;3,13;0;0;0
CPN;25;S;N;F;Soltero;0;6,14;4,00;1;0;0
LA;26;N;N;F;Soltero;0;8;3,13;0;1;0
LA;26;N;N;F;Soltero;0;6,23;2,88;0;0;0
LA;26;S;N;F;Soltero;0;7,78;4,50;1;1;1
CPN;28;S;N;F;Soltero;0;6,18;2,88;0;0;0
CPN;26;N;N;F;Soltero;0;7,11;1,63;0;1;0
CPN;26;N;N;F;Soltero;0;7,11;3,00;0;1;0
CPN;26;N;S;F;Soltero;0;6,08;3,00;0;0;0
CPN;26;S;N;F;Soltero;0;5,92;2,88;0;0;0
CPN;26;N;N;F;Casado;2;4,75;1,75;0;0;0
CPN;25;N;N;F;Soltero;0;6,04;3,25;0;0;0
CPN;26;N;N;M;Soltero;0;6,86;2,13;0;0;0
CPN;25;S;N;M;Soltero;0;7,35;3,25;0;1;0
CPN;26;S;S;F;Soltero;0;6,84;3,00;0;0;0
CPN;26;S;N;F;Soltero;0;6,44;3,13;0;0;0
CPN;26;N;N;F;Casado;1;5,46;2,63;0;0;0
CPN;26;S;N;F;Soltero;0;6,7;3,38;0;0;0
CPN;25;N;N;M;Soltero;0;6,12;2,75;0;0;0
CPN;26;S;N;M;Soltero;0;5,45;2,50;0;0;0
CPN;26;N;N;F;Soltero;0;6,9;4,25;1;0;1
LA;28;S;N;F;Soltero;0;5,88;3,13;0;0;0
CPN;25;S;N;M;Soltero;0;6,15;3,25;0;0;0
CPN;25;N;N;M;Soltero;0;6,23;2,25;0;0;0
CPN;25;N;N;M;Soltero;0;6,45;3,88;0;0;0
CPN;26;S;N;M;Soltero;0;6,32;3,50;0;0;0
CPN;25;S;N;M;Soltero;0;6,66;4,50;1;0;1
LA;28;S;N;M;Soltero;0;9,11;4,50;1;1;1
LA;25;S;N;F;Soltero;0;6,09;2,63;0;0;0
CPN;26;S;N;F;Soltero;0;6,12;4,00;1;0;0
CPN;26;N;N;F;Soltero;0;6,38;2,13;0;0;0
LLO;26;N;N;F;Soltero;0;7,6;1,67;0;1;0
CPN;25;N;S;M;Soltero;0;7,58;6,60;1;1;1
CPN;27;N;N;F;Soltero;0;6,76;2,88;0;0;0
LA;26;S;N;M;Soltero;0;7,03;4,50;1;1;1
CPN;26;N;N;F;Soltero;0;6,96;4,50;1;0;1
CPN;26;N;N;M;Soltero;0;5,4;3,25;0;0;0
CPN;25;S;N;F;Soltero;0;4,57;3,00;0;0;0
LA;28;S;N;M;Soltero;0;7,45;2,25;0;1;0
LA;26;S;N;F;Soltero;0;7,37;5,14;1;1;1
LA;28;S;N;M;Soltero;0;6,92;5,14;1;0;1
CPN;33;S;N;F;Soltero;0;6,14;3,71;0;0;0
CPN;26;N;S;F;Soltero;0;6,88;4,00;1;0;0
LA;29;S;N;F;Soltero;0;8,45;5,14;1;1;1
LA;26;S;N;M;Soltero;0;7,72;4,29;1;1;1
LA;24;N;N;M;Soltero;0;6,83;4,57;1;0;1
LA;24;S;N;M;Soltero;0;5,95;3,29;0;0;0
CPN;24;S;N;M;Soltero;0;5,89;1,00;0;0;0
CPN;24;N;N;M;Soltero;0;5,2;2,71;0;0;0
CPN;24;N;N;F;Soltero;0;6,52;2,71;0;0;0
CPN;24;S;N;F;Soltero;0;7,08;4,71;1;1;1
LA;26;N;N;M;Soltero;0;5,74;3,86;0;0;0
CPN;25;N;N;F;Soltero;0;7,54;4,71;1;1;1
CPN;27;S;S;F;Soltero;0;5,63;2,00;0;0;0
CPN;24;S;N;F;Soltero;0;6,27;4,71;1;0;1
CPN;24;N;N;F;Soltero;0;6,64;3,14;0;0;0
CPN;25;N;S;M;Soltero;0;7,29;2,71;0;1;0
CPN;25;S;N;M;Soltero;0;6,34;3,71;0;0;0
CPN;24;S;S;M;Soltero;0;7,3;4,71;1;1;1
CPN;25;N;N;F;Soltero;0;7,2;3,57;0;1;0
LA;24;S;N;M;Soltero;0;7,05;4,86;1;1;1
LE;24;S;N;M;Soltero;0;6,97;3,43;0;0;0
CPN;24;N;N;M;Soltero;0;7,69;5,14;1;1;1
CPN;25;S;N;F;Soltero;0;5,86;1,86;0;0;0
LLO;26;S;N;M;Soltero;0;8,6;9,00;1;1;1
LA;25;S;N;F;Soltero;0;5,45;2,86;0;0;0
LA;24;N;N;M;Soltero;0;7,19;4,00;1;1;1
CPN;26;N;N;F;Soltero;0;6,18;2,29;0;0;0
CPN;24;N;N;F;Soltero;0;7,34;4,71;1;1;1
LA;25;N;N;M;Soltero;0;7,14;3,29;0;1;0
LA;25;S;N;M;Soltero;0;7;4,86;1;1;1
CPN;24;N;N;F;Soltero;0;5,89;4,29;1;0;0
LA;26;N;N;M;Soltero;0;8,06;5,00;1;1;1
CPN;25;N;N;F;Soltero;0;7,21;4,00;1;1;1
CPN;25;N;N;F;Soltero;0;6;1,71;0;0;0
CPN;24;S;N;F;Soltero;0;7,95;5,14;1;1;1
CPN;24;N;N;F;Soltero;0;6,7;5,14;1;0;1
CPN;28;N;N;M;Soltero;0;6,21;3,14;0;0;0
CPN;24;N;N;M;Soltero;0;5,9;2,29;0;0;0
CPN;27;N;N;F;Soltero;0;6,5;3,14;0;0;0
LA;25;S;N;M;Soltero;0;6,95;4,29;1;0;1
CPN;24;S;N;M;Soltero;0;6,76;5,14;1;0;1
LA;25;S;N;M;Soltero;0;7,33;5,14;1;1;1
LE;26;S;N;M;Soltero;1;7,13;2,71;0;1;0
CPN;24;N;N;F;Soltero;0;8,29;6,50;1;1;1
LA;25;N;N;M;Soltero;0;7,37;5,14;1;1;1
CPN;24;N;N;M;Soltero;0;7,8;4,86;1;1;1
CPN;24;N;N;M;Soltero;0;7,75;5,00;1;1;1
CPN;25;N;S;F;Soltero;0;6,7;3,57;0;0;0
CPN;24;N;N;F;Soltero;0;6,02;3,29;0;0;0
CPN;25;N;N;F;Soltero;1;6,43;4,57;1;0;1
CPN;24;S;N;F;Soltero;0;6,61;3,14;0;0;0
CPN;24;N;S;M;Soltero;0;6,47;4,43;1;0;1
CPN;25;S;N;F;Soltero;0;7,27;4,00;1;1;1
CPN;25;S;N;F;Soltero;0;7,75;4,71;1;1;1
LA;24;N;N;F;Soltero;0;7,26;5,14;1;1;1
CPN;26;N;N;F;Soltero;0;6,14;3,29;0;0;0
CPN;25;N;N;F;Soltero;0;7,07;5,14;1;1;1
CPN;24;N;N;F;Soltero;0;7,41;4,86;1;1;1
CPN;24;N;N;F;Soltero;0;7,73;5,14;1;1;1
LA;26;N;N;F;Soltero;0;6,51;3,57;0;0;0
LA;25;S;N;M;Soltero;0;8,59;8,50;1;1;1
CPN;24;N;N;F;Soltero;0;6,63;4,86;1;0;1
LA;24;N;N;F;Soltero;0;7,51;5,14;1;1;1
CPN;24;N;N;F;Soltero;0;6,96;5,14;1;0;1
LA;25;S;N;F;Soltero;0;7,14;4,43;1;1;1
CPN;25;S;N;F;Soltero;0;6,13;0,80;0;0;0
CPN;24;S;N;M;Soltero;0;6,79;3,00;0;0;0
CPN;24;N;N;M;Soltero;0;7,31;5,00;1;1;1
CPN;26;N;S;F;Soltero;0;7,25;3,57;0;1;0
LA;24;S;N;F;Soltero;0;7,76;5,29;1;1;1
CPN;24;N;N;F;Soltero;0;7,26;4,57;1;1;1
CPN;23;N;N;F;Soltero;0;6,95;4,43;1;0;1
CPN;25;N;N;M;Soltero;0;7,6;4,86;1;1;1
CPN;20;N;N;M;Soltero;0;8,09;8,33;1;1;1
CPN;20;N;N;F;Soltero;0;8,5;12,00;1;1;1
CPN;21;S;S;M;Soltero;0;7,04;7,67;1;1;1
CPN;21;N;N;F;Soltero;0;5,25;2,00;0;0;0
CPN;26;S;N;M;Soltero;0;5,8;4,67;1;0;0
CPN;25;N;N;F;Soltero;0;6,33;1,33;0;0;0
CPN;21;N;N;F;Soltero;1;5,63;3,67;0;0;0
CPN;21;N;S;F;Soltero;0;6,54;6,00;1;0;1
CPN;21;N;N;M;Soltero;0;6,95;5,67;1;0;1
CPN;21;N;N;M;Soltero;0;6,62;6,33;1;0;1
CPN;22;N;N;F;Soltero;1;6,8;5,00;1;0;1
CPN;20;N;N;F;Soltero;0;6,67;5,67;1;0;1
CPN;21;N;N;M;Soltero;0;6,29;1,33;0;0;0
CPN;20;N;N;M;Soltero;0;7,36;6,00;1;1;1
CPN;20;N;N;F;Soltero;0;6,88;6,67;1;0;1
CPN;20;N;N;M;Soltero;0;7,77;4,33;1;1;1
CPN;22;N;N;F;Soltero;0;6,64;6,33;1;0;1
CPN;20;S;N;F;Soltero;0;6,15;8,67;1;0;1
CPN;21;N;S;M;Soltero;0;7,33;6,00;1;1;1
CPN;22;N;N;F;Soltero;0;6,43;7,00;1;0;1
CPN;22;N;N;F;Soltero;0;7,58;9,67;1;1;1
CPN;20;N;N;F;Soltero;0;7,41;6,00;1;1;1
CPN;20;N;N;M;Soltero;0;8,35;12,00;1;1;1
CPN;21;N;N;F;Soltero;0;6,04;4,67;1;0;1
CPN;20;N;N;F;Soltero;0;6,19;5,33;1;0;1
CPN;20;S;N;M;Soltero;0;5,56;2,67;0;0;0
CPN;20;N;N;F;Soltero;0;7,37;5,33;1;1;1
CPN;20;S;S;F;Soltero;0;6;4,00;1;0;0
CPN;20;N;N;F;Soltero;0;6,94;5,00;1;0;1
CPN;20;S;N;F;Soltero;1;7,08;8,00;1;1;1
CPN;20;N;N;M;Soltero;0;8,1;6,33;1;1;1
CPN;20;N;N;M;Soltero;0;6,28;5,67;1;0;1
CPN;25;N;N;M;Soltero;0;7,63;6,33;1;1;1
CPN;20;N;N;F;Soltero;0;6,61;5,33;1;0;1
CPN;21;N;N;F;Soltero;0;7,17;5,67;1;1;1
CPN;20;N;N;F;Soltero;0;5,14;2,67;0;0;0
CPN;26;N;N;F;Soltero;0;7,92;9,67;1;1;1
CPN;24;N;S;M;Soltero;0;6,46;6,33;1;0;1
CPN;20;N;N;M;Soltero;0;8,5;5,33;1;1;1
CPN;21;N;N;F;Soltero;0;6,63;3,67;0;0;0
CPN;20;N;N;M;Soltero;0;6,91;6,00;1;0;1
CPN;20;N;S;F;Soltero;0;7,5;2,00;0;1;0
CPN;20;N;N;M;Soltero;0;8,33;5,67;1;1;1
CPN;21;S;N;M;Soltero;0;5,71;2,67;0;0;0
CPN;21;N;S;F;Soltero;0;4,81;3,00;0;0;0
CPN;21;N;N;F;Soltero;0;5,39;4,00;1;0;0
CPN;20;N;N;M;Soltero;0;8,1;6,67;1;1;1
CPN;21;N;S;F;Soltero;0;6,78;6,67;1;0;1
LA;21;N;N;M;Soltero;0;8;5,50;1;1;1
CPN;20;N;S;F;Soltero;0;6,65;10,00;1;0;1
CPN;20;N;N;F;Soltero;0;7,56;5,33;1;1;1
CPN;21;N;N;M;Soltero;0;5,59;3,00;0;0;0
CPN;20;S;N;F;Soltero;0;7;6,33;1;1;1
CPN;20;N;N;M;Soltero;0;6,58;5,00;1;0;1
CPN;20;N;S;M;Soltero;0;6,55;5,00;1;0;1
CPN;21;N;N;M;Soltero;0;6,32;4,00;1;0;0
CPN;20;S;N;F;Soltero;0;5,77;2,67;0;0;0
CPN;21;N;N;F;Soltero;0;7,74;5,67;1;1;1
CPN;23;N;S;F;Soltero;0;6,16;4,00;1;0;0
CPN;34;S;N;M;Soltero;0;5,39;4,00;1;0;0
CPN;21;N;N;M;Soltero;0;5,9;5,67;1;0;1
CPN;22;N;N;M;Soltero;0;7,04;8,00;1;1;1
CPN;21;N;N;M;Soltero;0;7,52;6,67;1;1;1
CPN;22;N;N;F;Soltero;0;7,08;3,33;0;1;0
CPN;53;N;N;F;Soltero;2;5,17;4,67;1;0;0
CPN;20;N;N;M;Soltero;0;7,95;6,33;1;1;1
CPN;20;N;N;F;Soltero;0;7,3;5,67;1;1;1
CPN;21;N;N;F;Soltero;0;6,21;6,33;1;0;1
CPN;23;N;N;F;Soltero;0;5,29;2,33;0;0;0
CPN;21;N;N;F;Soltero;0;5,59;3,67;0;0;0
CPN;21;N;N;M;Soltero;0;8;11,67;1;1;1
CPN;21;N;N;M;Soltero;0;7,95;5,67;1;1;1
CPN;21;N;N;M;Soltero;0;5,79;4,00;1;0;0
LA;21;N;N;M;Soltero;0;7,1;4,00;1;1;1
CPN;21;N;N;F;Soltero;0;7,92;6,33;1;1;1
CPN;21;N;N;M;Soltero;0;6,35;9,67;1;0;1
CPN;21;N;N;M;Soltero;0;7,1;8,67;1;1;1
CPN;20;S;N;F;Soltero;0;6,61;4,33;1;0;1
CPN;20;N;N;F;Soltero;0;6,93;9,00;1;0;1
CPN;22;N;N;F;Soltero;0;5,96;5,67;1;0;1
CPN;22;N;N;M;Soltero;0;7,56;8,33;1;1;1
CPN;20;N;N;F;Soltero;0;6,28;6,00;1;0;1
CPN;21;S;N;M;Soltero;0;6,67;7,67;1;0;1
CPN;21;N;N;F;Soltero;0;7,1;5,67;1;1;1
CPN;20;N;N;M;Soltero;0;5,24;4,00;1;0;0
CPN;23;N;N;F;Soltero;0;5,73;3,67;0;0;0
CPN;33;S;N;F;Soltero;0;8,33;3,00;0;1;0
CPN;33;S;N;M;Soltero;0;5,91;5,67;1;0;1
CPN;27;S;S;F;Soltero;0;5,97;8,00;1;0;1
CPN;25;N;N;F;Soltero;0;8,5;5,67;1;1;1
CPN;29;N;S;F;Soltero;2;5,92;2,33;0;0;0
CPN;20;N;N;F;Soltero;0;6,13;4,33;1;0;0
CPN;22;N;S;F;Soltero;0;6,91;6,67;1;0;1
LA;21;N;N;M;Soltero;0;6,89;5,00;1;0;1
CPN;21;N;N;M;Soltero;0;4,5;0,67;0;0;0
CPN;21;S;S;F;Soltero;0;7,55;5,67;1;1;1
CPN;20;N;N;M;Soltero;0;6,41;5,67;1;0;1
CPN;21;N;S;F;Soltero;0;7,29;6,00;1;1;1
CPN;20;N;N;F;Soltero;0;6,91;6,00;1;0;1
CPN;23;S;S;F;Soltero;0;6,38;6,33;1;0;1
LA;20;N;N;M;Soltero;1;6,08;7,00;1;0;1
CPN;20;N;N;M;Soltero;1;5,36;1,33;0;0;0
CPN;20;N;N;M;Soltero;0;7,48;9,00;1;1;1
CPN;20;N;N;F;Soltero;0;8,31;11,67;1;1;1
CPN;21;S;S;F;Soltero;0;6,83;5,67;1;0;1
CPN;21;N;N;F;Soltero;0;7,79;8,33;1;1;1
CPN;21;N;N;F;Soltero;0;7,61;9,67;1;1;1
CPN;20;N;N;M;Soltero;0;8,11;12,33;1;1;1
CPN;21;N;N;M;Soltero;0;7,69;11,33;1;1;1
CPN;20;N;N;M;Soltero;0;5,29;4,33;1;0;0
CPN;20;N;N;M;Soltero;0;6,14;4,33;1;0;0
LA;20;N;N;F;Soltero;0;8,7;5,50;1;1;1
CPN;20;N;N;F;Soltero;0;8,67;1,00;0;1;0
CPN;23;N;N;F;Soltero;0;7,27;8,00;1;1;1
CPN;21;N;S;M;Soltero;0;6,58;5,00;1;0;1
CPN;21;N;N;F;Soltero;0;8,05;6,67;1;1;1
CPN;21;N;N;F;Soltero;0;8,67;11,33;1;1;1
CPN;21;N;N;M;Soltero;0;6,3;5,00;1;0;1
CPN;20;N;N;M;Soltero;0;7,93;4,33;1;1;1
CPN;21;N;S;F;Soltero;0;6,18;3,33;0;0;0
CPN;22;N;N;M;Soltero;0;6,91;9,00;1;0;1
CPN;27;N;N;M;Soltero;0;7,69;4,33;1;1;1
CPN;21;N;N;M;Soltero;0;6,9;5,33;1;0;1
CPN;20;N;N;F;Soltero;0;6,64;5,00;1;0;1
CPN;23;S;S;M;Soltero;0;7,7;11,33;1;1;1
CPN;20;N;N;M;Soltero;0;6,78;5,67;1;0;1
CPN;21;N;N;F;Soltero;0;7,57;5,67;1;1;1
CPN;20;N;S;F;Soltero;0;6,85;6,67;1;0;1
CPN;21;N;N;F;Soltero;0;6;3,67;0;0;0
CPN;26;N;N;F;Soltero;0;7,67;1,67;0;1;0
CPN;42;N;N;F;Otro;1;6,21;5,67;1;0;1
CPN;21;N;N;F;Soltero;0;6,47;5,33;1;0;1
CPN;21;N;S;F;Soltero;0;7,87;4,33;1;1;1
CPN;21;N;S;F;Soltero;0;6,56;4,00;1;0;0
CPN;21;N;N;F;Soltero;0;7,82;3,00;0;1;0
CPN;20;N;N;F;Soltero;0;6,12;4,00;1;0;0
CPN;20;N;N;F;Soltero;0;7,32;6,67;1;1;1
CPN;21;N;S;F;Soltero;0;7,33;4,67;1;1;1
CPN;20;N;N;F;Soltero;0;7,89;5,67;1;1;1
CPN;22;N;N;F;Soltero;0;6,94;4,00;1;0;0
CPN;24;N;N;F;Soltero;0;6,94;4,67;1;0;1
CPN;21;N;N;F;Soltero;0;7,15;9,67;1;1;1
CPN;20;N;N;M;Soltero;0;6,82;6,67;1;0;1
CPN;21;S;S;M;Soltero;0;5,68;5,00;1;0;1
CPN;20;N;N;F;Soltero;0;7,04;8,00;1;1;1
CPN;22;N;N;F;Soltero;0;7,68;5,33;1;1;1
CPN;22;N;N;M;Soltero;0;6,29;4,67;1;0;1
CPN;24;N;N;M;Soltero;0;7,82;5,67;1;1;1
CPN;23;N;S;F;Soltero;0;6,57;5,00;1;0;1
CPN;21;N;S;F;Soltero;0;5,89;6,00;1;0;1
CPN;21;N;N;F;Soltero;0;7,62;6,00;1;1;1
CPN;21;N;N;M;Soltero;0;8,34;11,33;1;1;1
CPN;20;N;N;F;Soltero;0;6,04;5,33;1;0;1
CPN;21;N;S;F;Soltero;0;7,38;4,67;1;1;1
LE;20;N;N;F;Soltero;0;6,08;6,00;1;0;1
CPN;21;N;N;M;Soltero;0;8;11,00;1;1;1
CPN;21;N;N;M;Soltero;0;6,32;5,33;1;0;1
CPN;20;N;N;F;Soltero;0;7,13;11,33;1;1;1
CPN;20;N;N;F;Soltero;0;6,29;4,67;1;0;1
CPN;21;N;N;M;Soltero;0;5,93;3,33;0;0;0
CPN;20;N;N;M;Soltero;0;6,38;4,67;1;0;1
CPN;20;N;N;M;Soltero;0;8,95;6,67;1;1;1
CPN;21;N;S;F;Soltero;0;8,19;5,00;1;1;1
CPN;20;N;N;F;Soltero;0;6,11;8,33;1;0;1
CPN;21;N;N;M;Soltero;0;7,4;11,00;1;1;1
CPN;20;N;N;F;Soltero;0;5,56;2,00;0;0;0
CPN;21;N;S;F;Soltero;0;6,95;5,00;1;0;1
CPN;21;S;S;F;Soltero;0;6,74;7,00;1;0;1
CPN;20;N;S;M;Soltero;0;9,2;6,33;1;1;1
CPN;21;N;N;M;Soltero;0;6,82;3,67;0;0;0
CPN;20;S;S;F;Soltero;0;5,85;4,67;1;0;0
CPN;20;N;N;M;Soltero;0;6,44;4,00;1;0;0
CPN;22;N;N;F;Soltero;0;6,5;4,33;1;0;1
CPN;20;S;S;M;Soltero;0;5,5;1,00;0;0;0
CPN;22;N;N;M;Soltero;0;7,03;8,67;1;1;1
LA;20;N;N;M;Soltero;0;6,2;2,67;0;0;0
LA;20;S;N;M;Soltero;0;8,8;2,33;0;1;0
LA;20;N;N;M;Soltero;0;6;3,00;0;0;0
LA;21;N;N;F;Soltero;0;8,48;6,33;1;1;1
LA;23;N;S;F;Soltero;0;6,88;5,00;1;0;1
LA;21;N;N;M;Soltero;0;6,71;5,00;1;0;1
LA;21;N;N;M;Soltero;0;6,8;9,00;1;0;1
LA;22;N;N;F;Soltero;0;6,18;3,33;0;0;0
LA;21;N;N;F;Soltero;0;6,59;4,00;1;0;0
LA;22;N;N;F;Soltero;0;6,27;3,33;0;0;0
LA;23;N;N;F;Soltero;0;6;1,67;0;0;0
LA;21;S;N;M;Soltero;0;8,56;12,33;1;1;1
LA;20;N;N;F;Soltero;0;6,44;3,33;0;0;0
LA;21;N;N;M;Soltero;0;7,65;9,33;1;1;1
LA;25;N;N;F;Soltero;0;8,62;8,00;1;1;1
LA;21;N;N;F;Soltero;0;8,11;12,33;1;1;1
LA;21;N;N;F;Soltero;1;5,9;4,00;1;0;0
LLO;20;N;N;F;Soltero;0;5;2,00;0;0;0
LA;23;N;N;F;Soltero;0;6,17;2,33;0;0;0
LA;21;N;N;F;Soltero;0;5,67;3,67;0;0;0
LA;21;N;N;M;Soltero;0;7,86;4,67;1;1;1
LA;21;N;N;F;Soltero;0;8,3;6,33;1;1;1
LA;24;S;N;M;Soltero;0;6,5;3,67;0;0;0
LA;21;S;N;M;Soltero;0;7,13;7,33;1;1;1
LA;29;S;N;F;Soltero;0;5,67;2,00;0;0;0
LA;22;N;N;F;Soltero;0;7,47;10,67;1;1;1
LA;21;N;N;M;Soltero;0;5,5;5,00;1;0;0
LA;20;S;N;F;Soltero;0;8,19;6,67;1;1;1
LA;23;S;N;M;Soltero;0;7,25;2,67;0;1;0
LA;20;N;N;F;Soltero;0;5,41;5,33;1;0;1
LA;21;N;S;F;Soltero;0;7,92;8,00;1;1;1
CPN;21;N;S;F;Soltero;0;7,35;11,00;1;1;1
LA;21;N;N;F;Soltero;0;8,8;6,67;1;1;1
LA;20;N;N;F;Soltero;0;7,44;5,33;1;1;1
LA;22;N;N;F;Soltero;0;7,11;5,00;1;1;1
LA;21;N;N;F;Soltero;0;5,6;2,00;0;0;0
LA;21;N;N;F;Soltero;0;8;4,67;1;1;1
LA;20;N;N;M;Soltero;0;6;4,33;1;0;0
LA;22;N;S;M;Soltero;0;7,06;4,00;1;1;1
LA;20;N;N;M;Soltero;0;6,59;5,33;1;0;1
LA;21;N;S;F;Soltero;0;8,33;4,00;1;1;1
LA;21;N;N;F;Soltero;0;7,65;7,67;1;1;1
LA;21;N;N;F;Soltero;0;7,06;6,67;1;1;1
LA;21;N;N;M;Soltero;0;5,71;3,00;0;0;0
LA;22;S;N;M;Soltero;0;5,75;4,00;1;0;0
LA;24;N;N;F;Soltero;0;7;1,33;0;1;0
LA;21;N;N;M;Soltero;0;6;3,67;0;0;0
LA;24;S;N;M;Soltero;0;6,5;7,33;1;0;1
LA;20;N;N;F;Soltero;0;7,5;6,67;1;1;1
LA;20;N;N;F;Soltero;0;6,57;5,00;1;0;1
LA;21;N;N;F;Soltero;0;6,84;4,00;1;0;0
LA;20;N;N;F;Soltero;0;8;9,67;1;1;1
LA;21;N;N;F;Soltero;0;8,67;8,00;1;1;1
LA;21;N;N;F;Soltero;0;5,18;2,33;0;0;0
LA;26;N;N;M;Soltero;0;5,27;2,33;0;0;0
LA;20;N;N;M;Soltero;0;6,94;6,00;1;0;1
LA;20;N;N;M;Soltero;0;7,3;6,33;1;1;1
LA;21;N;N;F;Soltero;0;7,43;3,33;0;1;0
LA;25;N;N;F;Soltero;1;6,5;3,33;0;0;0
LA;21;N;S;F;Soltero;0;8,47;4,67;1;1;1
LA;23;S;N;F;Soltero;0;7,75;2,33;0;1;0
LA;19;N;N;F;Soltero;0;7,79;6,00;1;1;1
LA;21;S;N;F;Soltero;0;7,33;1,67;0;1;0
LA;25;N;N;M;Soltero;0;6,11;4,00;1;0;0
LA;21;N;N;M;Soltero;0;9;1,00;0;1;0
LA;21;S;N;F;Soltero;0;6,5;4,00;1;0;0
LA;22;N;N;M;Soltero;0;5,7;4,00;1;0;0
LA;21;N;N;M;Soltero;0;7,2;7,67;1;1;1
LA;21;N;N;F;Soltero;0;8,12;7,00;1;1;1
LA;21;N;N;F;Soltero;0;7,95;5,67;1;1;1
LA;21;N;N;F;Soltero;0;9,1;7,00;1;1;1
LLO;22;N;N;M;Soltero;0;8,94;5,33;1;1;1
LA;21;N;N;F;Soltero;0;7,59;8,33;1;1;1
LA;20;N;S;F;Soltero;0;7;5,67;1;1;1
LA;20;N;N;F;Soltero;0;8,1;6,67;1;1;1
LA;21;S;N;F;Soltero;1;5,86;2,67;0;0;0
LA;20;N;N;F;Soltero;0;7,82;11,00;1;1;1
LA;25;N;N;M;Soltero;0;6,67;1,00;0;0;0
LA;23;N;N;M;Soltero;0;8,71;10,00;1;1;1
LE;21;N;N;M;Soltero;0;9,47;6,33;1;1;1
LE;21;N;N;F;Soltero;0;9,42;6,33;1;1;1
LE;21;N;S;M;Soltero;0;7,82;5,33;1;1;1
LA;20;N;N;M;Soltero;0;6,33;3,50;0;0;0
LE;20;N;N;M;Soltero;0;3;0,00;0;0;0
LE;20;S;N;F;Soltero;0;9,11;6,00;1;1;1
LE;21;N;S;F;Soltero;0;7,25;4,67;1;1;1
LE;20;N;N;F;Soltero;0;7,2;3,67;0;1;0
LE;21;N;N;M;Soltero;0;7,86;8,33;1;1;1
LA;21;N;N;M;Soltero;0;7;3,00;0;1;0
