,Carrera,Edad,Trabajo,Beca,Genero,EstadoCivil,CantidadHijos,Prom_cAplazo,A/P,Desemp1R,Desemp2N,Desemp3RN
749,CPN,23,N,N,M,Soltero,0,5.18,4.2,1,0,0
750,LA,23,S,N,M,Soltero,0,6.18,4.2,1,0,0
751,CPN,25,N,N,M,Soltero,0,5.84,3.2,0,0,0
752,CPN,25,N,N,M,Soltero,0,6.08,3.6,0,0,0
753,LA,25,S,N,M,Soltero,0,7.63,6.0,1,1,1
754,CPN,23,N,S,F,Soltero,0,5.39,2.0,0,0,0
755,CPN,23,N,N,F,Soltero,0,5.91,2.6,0,0,0
756,LA,35,S,N,F,Soltero,0,8.55,4.6,1,1,1
757,CPN,24,S,N,M,Soltero,0,5.5,2.6666666666666665,0,0,0
758,LE,24,S,N,M,Soltero,0,4.8,0.6,0,0,0
759,LA,24,N,N,F,Soltero,0,5.68,3.0,0,0,0
760,CPN,24,N,N,F,Soltero,0,6.89,4.8,1,0,1
761,LA,32,N,N,F,Soltero,1,7.76,3.2,0,1,0
762,LE,22,N,N,F,Soltero,0,6.7,3.6,0,0,0
763,LE,23,N,N,M,Soltero,0,7.76,4.4,1,1,1
764,CPN,24,N,N,M,Soltero,0,5.79,5.4,1,0,1
765,CPN,25,N,N,F,Soltero,0,5.94,5.6,1,0,1
766,CPN,22,N,N,M,Soltero,0,6.09,4.2,1,0,0
767,LE,23,N,N,F,Soltero,0,8.62,5.2,1,1,1
768,CPN,22,N,N,M,Soltero,0,5.32,1.8,0,0,0
769,CPN,22,N,N,M,Soltero,0,6.79,4.2,1,0,1
770,CPN,22,N,N,F,Soltero,0,7.25,5.6,1,1,1
771,CPN,22,N,N,F,Soltero,0,6.75,4.8,1,0,1
772,CPN,22,N,N,F,Soltero,0,7.76,6.4,1,1,1
773,LE,23,S,N,F,Soltero,0,8.31,5.2,1,1,1
774,CPN,27,N,N,M,Soltero,0,5.5,2.0,0,0,0
775,LA,23,N,N,M,Soltero,0,6.79,5.5,1,0,1
776,CPN,23,S,N,F,Soltero,0,5.76,4.75,1,0,0
777,LA,24,S,N,M,Soltero,0,6.17,2.8,0,0,0
778,CPN,23,N,N,M,Soltero,0,5.52,2.6,0,0,0
779,LA,23,N,N,F,Soltero,0,6.67,6.75,1,0,1
780,LA,24,N,N,M,Soltero,0,7.6,5.6,1,1,1
781,CPN,22,N,N,F,Soltero,0,6.62,4.4,1,0,1
782,CPN,22,N,N,F,Soltero,0,8.73,6.0,1,1,1
783,LE,23,N,N,M,Soltero,0,8.35,6.2,1,1,1
784,CPN,22,N,N,F,Soltero,0,7.48,5.8,1,1,1
785,CPN,22,S,N,M,Soltero,0,5.53,3.6,0,0,0
786,CPN,22,N,N,M,Soltero,0,6.97,6.0,1,0,1
787,LA,22,N,N,M,Soltero,0,6.91,5.2,1,0,1
788,LA,22,N,N,F,Soltero,0,6.93,4.2,1,0,1
789,CPN,23,N,N,F,Soltero,0,6.73,4.6,1,0,1
790,LA,23,S,N,M,Soltero,0,8.19,5.6,1,1,1
791,CPN,23,S,N,F,Soltero,0,6.29,2.2,0,0,0
792,CPN,23,N,N,F,Soltero,0,6.74,4.8,1,0,1
793,LA,23,S,N,F,Soltero,0,7.29,5.0,1,1,1
794,LA,22,S,N,M,Soltero,0,7.25,4.4,1,1,1
795,LA,23,N,N,M,Soltero,0,8.42,7.0,1,1,1
796,CPN,22,N,N,F,Soltero,0,8.88,6.4,1,1,1
797,CPN,24,S,N,F,Soltero,0,6.76,4.0,1,0,0
798,CPN,22,N,N,F,Soltero,0,6.53,5.6,1,0,1
799,LLO,45,S,N,M,Soltero,2,7.22,4.8,1,1,1
800,CPN,24,N,N,M,Soltero,0,5.72,3.8,0,0,0
801,LLO,24,S,N,M,Soltero,0,5.25,1.2,0,0,0
802,LLO,26,S,S,M,Soltero,0,7.4,5.4,1,1,1
803,LLO,24,N,N,M,Soltero,0,7.27,6.6,1,1,1
804,LLO,24,S,N,M,Soltero,0,6.06,2.2,0,0,0
805,LLO,31,N,N,F,Soltero,0,6.71,4.0,1,0,0
806,LLO,29,S,N,F,Soltero,0,6.52,4.6,1,0,1
807,CPN,24,S,N,F,Soltero,0,7.38,5.833333333333333,1,1,1
808,CPN,24,S,S,F,Soltero,0,7.76,6.25,1,1,1
809,CPN,22,N,N,F,Soltero,0,7.08,2.75,0,1,0
810,CPN,21,N,N,F,Soltero,0,8.12,5.75,1,1,1
811,CPN,22,N,N,M,Soltero,0,6.31,7.75,1,0,1
812,CPN,22,N,N,F,Soltero,1,6.0,1.5,0,0,0
813,CPN,22,S,N,F,Soltero,0,6.32,3.75,0,0,0
814,CPN,22,N,N,F,Soltero,0,7.89,2.25,0,1,0
815,CPN,22,N,N,F,Soltero,0,6.69,5.5,1,0,1
816,CPN,24,N,N,F,Soltero,0,7.11,3.75,0,1,0
817,LA,22,S,N,F,Soltero,0,7.2,5.0,1,1,1
818,CPN,23,N,N,F,Soltero,0,6.12,3.5,0,0,0
819,CPN,21,N,N,M,Soltero,0,6.81,4.0,1,0,0
820,CPN,23,N,N,M,Soltero,0,6.83,7.25,1,0,1
821,CPN,21,N,N,F,Soltero,0,5.9,3.0,0,0,0
822,CPN,21,N,N,F,Soltero,0,7.13,6.5,1,1,1
823,CPN,24,N,N,M,Soltero,0,7.53,4.5,1,1,1
824,LA,22,N,N,M,Soltero,0,7.0,3.75,0,1,0
825,LA,21,N,N,M,Soltero,0,6.35,3.75,0,0,0
826,LA,22,N,N,F,Soltero,0,6.35,5.0,1,0,1
827,CPN,22,N,N,F,Soltero,0,6.2,1.5,0,0,0
828,CPN,21,N,N,M,Soltero,0,6.85,6.25,1,0,1
829,CPN,22,N,S,M,Soltero,0,6.78,5.5,1,0,1
830,LE,23,S,N,M,Soltero,0,5.3,2.0,0,0,0
831,CPN,21,N,S,F,Soltero,0,6.5,8.0,1,0,1
832,CPN,24,N,N,F,Soltero,0,5.34,6.0,1,0,1
833,CPN,23,N,N,M,Soltero,0,7.58,6.25,1,1,1
834,CPN,22,N,N,M,Soltero,0,6.65,5.5,1,0,1
835,LA,21,N,N,F,Soltero,0,6.37,5.0,1,0,1
836,CPN,23,N,N,F,Soltero,0,6.71,4.75,1,0,1
837,CPN,22,N,N,F,Soltero,0,7.0,6.25,1,1,1
838,LE,22,N,N,M,Soltero,0,5.57,2.25,0,0,0
839,CPN,25,N,S,F,Soltero,0,7.42,5.75,1,1,1
840,CPN,22,N,N,M,Soltero,0,6.64,4.0,1,0,0
841,LA,21,N,N,F,Soltero,0,5.86,4.0,1,0,0
842,LA,23,N,S,F,Soltero,0,7.13,4.333333333333333,1,1,1
843,CPN,23,N,S,F,Soltero,0,6.44,1.5,0,0,0
844,CPN,23,N,S,F,Soltero,0,6.37,6.25,1,0,1
845,CPN,26,N,N,M,Soltero,0,6.94,3.0,0,0,0
846,LA,25,S,N,M,Soltero,0,7.97,7.5,1,1,1
847,CPN,21,S,N,M,Soltero,0,7.92,8.333333333333334,1,1,1
848,CPN,21,N,N,F,Soltero,0,6.22,6.0,1,0,1
849,CPN,21,N,N,M,Soltero,0,6.41,6.0,1,0,1
850,CPN,22,N,N,F,Soltero,0,7.0,2.75,0,1,0
851,CPN,22,N,N,M,Soltero,0,7.39,6.0,1,1,1
852,CPN,22,N,N,F,Soltero,0,6.42,2.0,0,0,0
853,CPN,21,N,N,F,Soltero,0,6.64,5.0,1,0,1
854,LE,22,N,S,F,Soltero,0,8.14,4.0,1,1,1
855,LA,24,N,N,M,Soltero,0,7.38,6.75,1,1,1
856,CPN,23,N,S,M,Soltero,0,5.52,3.0,0,0,0
857,CPN,21,N,N,F,Soltero,0,6.41,6.0,1,0,1
858,LA,21,N,N,F,Soltero,0,7.19,5.5,1,1,1
859,CPN,21,N,N,F,Soltero,0,5.8,4.0,1,0,0
860,LA,21,N,N,F,Soltero,0,5.68,3.0,0,0,0
861,CPN,22,N,N,M,Soltero,0,5.73,4.5,1,0,0
862,CPN,21,N,N,F,Soltero,0,7.14,7.5,1,1,1
863,LE,26,N,S,F,Soltero,0,5.82,3.0,0,0,0
864,LA,25,N,S,F,Soltero,0,6.17,2.5,0,0,0
865,LA,22,N,N,F,Soltero,0,6.17,5.0,1,0,1
866,LE,21,N,N,M,Soltero,0,7.33,4.5,1,1,1
867,CPN,23,N,N,F,Soltero,0,5.82,6.25,1,0,1
868,CPN,23,N,N,M,Soltero,0,3.84,1.0,0,0,0
869,LA,21,N,N,M,Soltero,0,7.33,1.5,0,1,0
870,CPN,53,N,N,F,Casado,3,6.65,3.0,0,0,0
871,LA,22,N,N,M,Soltero,0,7.69,7.0,1,1,1
872,CPN,22,N,N,M,Soltero,0,7.94,6.75,1,1,1
873,CPN,22,N,N,M,Soltero,0,6.22,4.25,1,0,0
874,CPN,30,N,N,F,Soltero,2,6.0,1.5,0,0,0
875,LLO,21,N,S,F,Soltero,0,6.0,1.6666666666666667,0,0,0
876,CPN,21,N,S,F,Soltero,0,5.88,1.0,0,0,0
877,CPN,25,N,N,F,Soltero,0,6.54,5.75,1,0,1
878,LLO,23,N,N,M,Soltero,0,5.55,3.0,0,0,0
879,LA,22,S,N,M,Soltero,0,8.16,4.5,1,1,1
880,CPN,22,N,N,F,Soltero,0,6.86,5.5,1,0,1
881,LA,34,N,N,F,Soltero,0,8.17,2.5,0,1,0
882,CPN,22,N,S,M,Soltero,0,6.94,6.0,1,0,1
883,CPN,26,S,N,M,Soltero,0,4.83,0.75,0,0,0
884,CPN,21,N,N,F,Soltero,0,5.17,2.75,0,0,0
885,CPN,22,S,N,F,Soltero,0,5.78,1.0,0,0,0
886,LA,26,N,S,F,Soltero,0,7.17,3.5,0,1,0
887,CPN,24,N,N,M,Soltero,0,6.92,4.5,1,0,1
888,LLO,23,N,N,M,Soltero,0,5.05,2.5,0,0,0
889,LA,21,N,N,M,Soltero,0,5.17,1.0,0,0,0
890,CPN,22,N,N,F,Soltero,0,7.03,6.25,1,1,1
891,CPN,22,N,N,F,Soltero,0,5.72,3.0,0,0,0
892,CPN,21,N,N,M,Soltero,0,8.17,6.0,1,1,1
893,CPN,21,N,N,M,Soltero,0,7.88,5.75,1,1,1
894,CPN,21,N,N,F,Soltero,0,8.15,6.25,1,1,1
895,LA,21,N,N,F,Soltero,0,7.25,4.0,1,1,1
896,LA,23,N,N,M,Soltero,0,8.22,6.75,1,1,1
897,LA,21,N,N,M,Soltero,0,7.69,6.0,1,1,1
898,CPN,22,N,N,M,Soltero,0,6.7,3.5,0,0,0
899,CPN,22,N,N,F,Soltero,0,8.21,4.25,1,1,1
900,CPN,23,N,N,M,Soltero,0,7.06,7.75,1,1,1
901,LA,23,N,N,M,Soltero,0,6.6,3.5,0,0,0
902,CPN,21,N,N,F,Soltero,0,7.0,0.6666666666666666,0,1,0
903,CPN,27,S,N,F,Soltero,0,5.89,1.75,0,0,0
904,CPN,23,N,N,M,Soltero,0,6.38,7.5,1,0,1
905,CPN,21,S,N,M,Soltero,0,7.34,7.75,1,1,1
906,CPN,22,N,N,M,Soltero,0,6.48,9.25,1,0,1
907,CPN,31,N,N,F,Soltero,1,6.14,6.75,1,0,1
908,LA,24,S,N,M,Soltero,0,7.33,1.5,0,1,0
909,CPN,21,N,N,F,Soltero,0,6.67,4.5,1,0,1
910,CPN,22,N,N,M,Soltero,0,6.68,6.75,1,0,1
911,LLO,33,S,N,M,Soltero,0,8.44,4.0,1,1,1
912,LLO,22,N,N,M,Soltero,0,6.9,6.25,1,0,1
913,LA,22,S,N,F,Soltero,0,7.19,5.0,1,1,1
914,LLO,21,N,N,F,Soltero,0,7.47,7.5,1,1,1
915,CPN,21,N,N,F,Soltero,0,6.54,4.5,1,0,1
916,CPN,22,N,N,M,Soltero,0,7.45,6.0,1,1,1
917,CPN,23,N,S,F,Soltero,0,6.67,4.25,1,0,1
918,CPN,21,N,N,M,Soltero,0,8.7,6.5,1,1,1
919,CPN,30,S,N,F,Soltero,0,7.54,5.5,1,1,1
920,LE,27,N,S,M,Soltero,0,8.23,7.25,1,1,1
921,CPN,21,N,N,F,Soltero,0,7.27,5.0,1,1,1
922,LA,22,N,N,F,Soltero,0,6.85,6.0,1,0,1
923,CPN,21,N,N,F,Soltero,0,5.7,6.25,1,0,1
924,LA,22,N,N,M,Soltero,0,8.77,7.75,1,1,1
925,LA,26,S,N,M,Soltero,0,5.71,2.75,0,0,0
926,CPN,21,N,N,F,Soltero,0,7.06,6.0,1,1,1
927,LA,22,N,N,F,Soltero,0,7.15,4.75,1,1,1
928,LA,23,N,N,F,Soltero,0,9.0,2.5,0,1,0
929,CPN,27,N,N,F,Soltero,0,6.67,1.75,0,0,0
930,LLO,22,N,N,F,Soltero,0,5.0,2.75,0,0,0
931,LA,23,N,N,M,Soltero,0,7.18,5.75,1,1,1
932,CPN,21,N,N,F,Soltero,1,6.79,7.0,1,0,1
933,LA,22,N,N,M,Soltero,0,6.63,5.5,1,0,1
934,LA,22,N,N,M,Soltero,0,7.59,5.0,1,1,1
935,LE,21,N,N,M,Soltero,0,3.0,0.3333333333333333,0,0,0
936,LA,21,N,N,F,Soltero,0,6.38,4.0,1,0,0
937,LA,22,N,N,M,Soltero,0,6.83,6.0,1,0,1
938,CPN,24,N,N,F,Soltero,0,5.37,2.5,0,0,0
939,CPN,22,N,N,M,Soltero,0,6.55,4.25,1,0,0
940,CPN,44,S,N,F,Soltero,0,6.56,1.75,0,0,0
941,CPN,24,N,N,F,Soltero,0,6.48,4.75,1,0,1
942,CPN,21,N,N,M,Soltero,0,6.81,5.5,1,0,1
943,CPN,22,N,N,F,Soltero,0,6.61,3.25,0,0,0
944,LA,22,N,S,F,Soltero,0,7.64,5.0,1,1,1
945,LA,21,N,N,F,Soltero,0,8.19,6.5,1,1,1
946,LA,28,S,S,M,Casado,0,7.64,2.75,0,1,0
947,CPN,22,N,N,M,Soltero,0,5.41,3.75,0,0,0
948,CPN,21,N,N,M,Soltero,0,6.22,5.0,1,0,1
949,LA,22,N,N,F,Soltero,0,7.52,6.5,1,1,1
950,LA,22,N,N,F,Soltero,0,7.0,5.0,1,1,1
951,LA,22,N,N,M,Soltero,0,8.52,6.25,1,1,1
952,CPN,21,N,N,F,Soltero,0,4.34,2.0,0,0,0
953,CPN,21,N,N,F,Soltero,0,8.36,6.75,1,1,1
954,CPN,21,N,N,M,Soltero,0,6.6,8.75,1,0,1
955,LA,22,N,N,F,Soltero,0,6.04,3.5,0,0,0
956,CPN,21,N,N,F,Soltero,0,7.29,4.25,1,1,1
957,CPN,21,S,N,M,Soltero,0,5.79,4.75,1,0,0
958,CPN,21,N,N,M,Soltero,0,6.73,8.0,1,0,1
959,CPN,23,N,N,F,Soltero,0,7.55,5.0,1,1,1
960,CPN,23,N,N,M,Soltero,0,4.5,1.75,0,0,0
961,LA,23,N,N,M,Soltero,0,6.63,3.75,0,0,0
962,LA,28,S,N,M,Soltero,0,7.8,4.25,1,1,1
963,CPN,22,S,N,F,Soltero,0,7.67,6.0,1,1,1
964,CPN,21,N,N,M,Soltero,0,4.81,3.0,0,0,0
965,LE,21,S,N,F,Soltero,0,7.31,5.75,1,1,1
966,CPN,22,N,N,F,Soltero,0,7.24,5.0,1,1,1
967,CPN,22,N,N,F,Soltero,0,7.11,3.5,0,1,0
968,CPN,22,N,N,M,Soltero,0,6.03,4.25,1,0,0
969,CPN,21,N,N,F,Soltero,0,7.76,5.75,1,1,1
970,LA,25,N,N,M,Soltero,0,7.5,4.25,1,1,1
971,LA,22,S,N,M,Soltero,0,7.52,4.75,1,1,1
972,CPN,21,N,N,M,Soltero,0,6.15,4.75,1,0,1
973,CPN,22,N,S,F,Soltero,1,4.93,3.75,0,0,0
974,LA,25,N,N,F,Soltero,0,6.58,4.5,1,0,1
975,CPN,21,N,N,F,Soltero,0,6.73,4.5,1,0,1
976,CPN,24,N,N,F,Soltero,0,7.05,4.25,1,1,1
977,CPN,22,N,N,F,Soltero,0,5.91,5.25,1,0,1
978,LE,22,N,N,M,Soltero,0,7.86,5.0,1,1,1
979,CPN,23,N,N,M,Soltero,0,7.14,3.0,0,1,0
980,CPN,21,N,N,F,Soltero,0,7.23,6.0,1,1,1
981,CPN,22,N,N,F,Soltero,0,6.36,7.5,1,0,1
982,CPN,21,N,N,M,Soltero,0,6.75,4.75,1,0,1
983,LA,22,N,N,F,Soltero,0,6.85,5.0,1,0,1
984,LE,28,N,N,M,Soltero,0,6.08,3.75,0,0,0
985,CPN,21,N,N,F,Soltero,0,7.57,7.25,1,1,1
986,CPN,21,N,N,F,Soltero,0,5.9,4.25,1,0,0
987,LA,21,N,N,F,Soltero,0,7.0,5.75,1,1,1
988,CPN,22,N,N,M,Soltero,0,7.11,3.75,0,1,0
989,CPN,22,N,N,F,Soltero,0,7.45,2.25,0,1,0
990,LA,22,N,N,F,Soltero,0,7.75,2.0,0,1,0
991,CPN,23,N,N,F,Casado,1,5.6,1.25,0,0,0
992,CPN,22,N,N,F,Soltero,0,7.92,6.25,1,1,1
993,LA,21,N,N,F,Soltero,0,6.17,4.25,1,0,0
994,CPN,21,N,N,M,Soltero,0,5.83,4.25,1,0,0
995,CPN,25,N,N,F,Soltero,0,6.26,5.75,1,0,1
996,CPN,25,N,N,M,Soltero,0,7.48,5.75,1,1,1
997,CPN,31,S,N,F,Soltero,0,8.0,0.75,0,1,0
998,LA,24,S,N,M,Soltero,0,7.57,6.0,1,1,1
999,CPN,21,N,N,M,Soltero,0,6.97,6.0,1,0,1
1000,CPN,22,N,N,F,Soltero,0,6.74,5.0,1,0,1
1001,CPN,22,N,S,F,Soltero,0,6.88,7.5,1,0,1
1002,CPN,23,N,N,F,Soltero,0,5.6,1.5,0,0,0
1003,CPN,22,N,N,F,Soltero,0,7.6,5.25,1,1,1
1004,CPN,22,S,N,F,Soltero,0,6.4,5.0,1,0,1
1005,LA,21,N,N,M,Soltero,0,7.06,7.5,1,1,1
1006,CPN,23,N,N,F,Soltero,0,6.28,7.0,1,0,1
1007,CPN,22,N,N,M,Soltero,0,6.78,6.5,1,0,1
1008,CPN,21,S,N,F,Soltero,0,6.93,2.75,0,0,0
1009,CPN,21,N,N,F,Soltero,0,6.88,5.5,1,0,1
1010,CPN,22,N,N,F,Soltero,0,8.3,6.5,1,1,1
1011,CPN,21,N,S,F,Soltero,0,7.1,5.5,1,1,1
1012,CPN,22,N,N,F,Soltero,0,7.0,3.5,0,1,0
1013,CPN,21,N,N,F,Soltero,0,7.32,5.75,1,1,1
1014,LA,21,N,N,F,Soltero,0,6.85,4.0,1,0,0
1015,LA,22,N,N,F,Soltero,0,8.71,7.75,1,1,1
1016,LE,21,N,N,M,Soltero,0,8.0,2.5,0,1,0
1017,CPN,21,N,N,F,Soltero,0,7.89,4.75,1,1,1
1018,LA,21,N,N,F,Soltero,0,5.73,5.75,1,0,1
1019,CPN,22,N,N,F,Soltero,0,7.41,6.75,1,1,1
1020,CPN,22,N,N,F,Soltero,0,6.17,3.5,0,0,0
1021,LA,23,N,N,M,Soltero,0,6.5,5.75,1,0,1
1022,CPN,21,N,N,F,Soltero,0,6.54,4.25,1,0,0
1023,CPN,22,N,N,F,Soltero,0,7.42,4.75,1,1,1
1024,LE,22,N,N,M,Soltero,0,8.0,5.75,1,1,1
1025,LE,22,N,N,M,Soltero,0,7.73,4.75,1,1,1
1026,CPN,21,N,N,M,Soltero,0,8.85,6.75,1,1,1
1027,CPN,21,N,N,M,Soltero,0,7.04,5.0,1,1,1
1028,LA,25,N,S,M,Soltero,0,8.35,7.5,1,1,1
1029,CPN,21,N,N,F,Soltero,0,6.6,3.5,0,0,0
1030,CPN,21,S,N,M,Soltero,0,6.14,4.5,1,0,0
1031,CPN,21,N,N,F,Soltero,0,6.27,5.75,1,0,1
1032,LA,21,N,N,F,Soltero,0,8.48,5.5,1,1,1
1033,CPN,22,N,N,F,Soltero,0,5.2,2.5,0,0,0
1034,CPN,22,N,S,F,Soltero,0,7.14,4.5,1,1,1
1035,LE,22,N,N,F,Soltero,0,7.59,4.75,1,1,1
1036,CPN,21,N,N,M,Soltero,0,6.81,6.0,1,0,1
1037,CPN,22,N,N,M,Soltero,0,6.33,1.25,0,0,0
1038,CPN,23,N,S,M,Soltero,0,7.56,5.75,1,1,1
1039,LA,21,N,N,F,Soltero,0,8.65,6.5,1,1,1
1040,CPN,21,N,N,F,Soltero,1,5.88,2.25,0,0,0
1041,CPN,21,N,S,F,Soltero,0,8.04,5.5,1,1,1
1042,LA,22,N,N,M,Soltero,0,6.18,3.5,0,0,0
1043,CPN,22,N,N,F,Soltero,0,6.05,6.75,1,0,1
1044,LA,22,S,N,F,Soltero,0,7.18,5.5,1,1,1
1045,CPN,22,N,N,F,Soltero,0,8.0,6.25,1,1,1
1046,LA,22,N,N,F,Soltero,0,7.39,9.25,1,1,1
1047,CPN,21,N,N,F,Soltero,0,8.64,6.75,1,1,1
1048,CPN,21,N,N,M,Soltero,0,7.63,6.0,1,1,1
1049,CPN,21,N,N,M,Soltero,0,6.5,4.0,1,0,0
1050,CPN,22,S,N,F,Soltero,0,6.72,4.0,1,0,0
1051,CPN,21,N,N,F,Soltero,0,8.46,6.5,1,1,1
1052,CPN,21,N,N,F,Soltero,0,7.76,6.5,1,1,1
1053,CPN,23,N,N,M,Soltero,0,7.16,5.5,1,1,1
1054,CPN,22,N,N,F,Soltero,0,6.66,6.0,1,0,1
1055,LA,23,N,N,M,Soltero,0,6.59,4.0,1,0,0
1056,CPN,21,N,N,F,Soltero,0,6.91,4.25,1,0,1
1057,LA,22,N,N,F,Soltero,0,6.28,4.5,1,0,1
1058,CPN,22,N,N,F,Soltero,0,6.61,3.25,0,0,0
1059,CPN,22,N,S,M,Soltero,0,6.3,4.5,1,0,1
1060,CPN,22,S,N,F,Soltero,0,6.26,3.0,0,0,0
1061,CPN,23,N,N,M,Soltero,0,7.04,4.75,1,1,1
1062,CPN,22,N,N,M,Soltero,0,6.84,4.25,1,0,1
1063,CPN,22,N,N,F,Soltero,0,5.9,5.25,1,0,1
1064,CPN,22,N,N,F,Soltero,0,8.08,7.0,1,1,1
1065,CPN,22,N,N,F,Soltero,0,6.47,5.5,1,0,1
1066,CPN,23,N,N,F,Soltero,1,6.55,4.0,1,0,0
1067,CPN,22,N,N,M,Soltero,0,6.71,4.5,1,0,1
1068,CPN,21,N,N,F,Soltero,0,6.48,4.0,1,0,0
1069,CPN,21,N,N,M,Soltero,0,6.73,6.0,1,0,1
1070,CPN,21,N,N,F,Soltero,0,6.29,5.0,1,0,1
1071,CPN,21,N,N,F,Soltero,0,7.68,6.0,1,1,1
1072,CPN,22,N,N,F,Soltero,0,7.82,6.5,1,1,1
1073,CPN,22,N,N,F,Soltero,0,7.58,6.25,1,1,1
1074,CPN,21,N,N,F,Soltero,0,5.78,4.5,1,0,0
1075,CPN,23,N,N,F,Soltero,0,6.8,5.0,1,0,1
1076,CPN,24,N,N,M,Soltero,0,5.96,4.0,1,0,0
1077,CPN,23,N,N,F,Soltero,0,5.78,6.0,1,0,1
1078,LA,21,N,N,F,Soltero,0,7.55,6.5,1,1,1
1079,CPN,22,N,N,F,Soltero,0,7.43,1.5,0,1,0
1080,CPN,23,N,N,F,Soltero,0,6.19,5.0,1,0,1
1081,CPN,22,N,N,M,Soltero,0,6.45,3.5,0,0,0
1082,CPN,23,N,S,F,Soltero,0,6.08,3.5,0,0,0
1083,LLO,21,N,N,F,Soltero,0,7.81,7.25,1,1,1
1084,CPN,21,N,N,F,Soltero,0,4.59,1.5,0,0,0
1085,CPN,21,S,N,M,Soltero,0,7.06,3.0,0,1,0
1086,CPN,29,N,N,F,Soltero,1,6.6,4.25,1,0,1
1087,CPN,22,S,N,F,Soltero,0,8.17,5.5,1,1,1
1088,CPN,22,S,N,F,Soltero,0,7.04,5.0,1,1,1
1089,LA,22,S,N,M,Soltero,0,7.0,5.0,1,1,1
1090,LA,22,N,N,F,Soltero,0,8.7,6.75,1,1,1
1091,CPN,21,N,N,F,Soltero,0,8.48,6.75,1,1,1
1092,CPN,22,N,S,F,Soltero,0,6.52,5.75,1,0,1
1093,LA,22,N,N,F,Soltero,0,7.65,7.75,1,1,1
1094,LA,27,N,N,M,Soltero,0,7.71,4.0,1,1,1
1095,CPN,21,N,N,F,Soltero,0,8.46,6.75,1,1,1
1096,CPN,21,N,N,M,Soltero,0,6.65,3.75,0,0,0
1097,CPN,23,N,N,M,Soltero,0,7.08,2.75,0,1,0
1098,LA,22,N,N,M,Soltero,0,8.57,7.5,1,1,1
1099,CPN,23,N,N,M,Soltero,0,5.93,4.5,1,0,0
1100,CPN,22,N,N,M,Soltero,0,6.43,7.0,1,0,1
1101,CPN,21,N,N,F,Soltero,0,5.81,4.5,1,0,0
1102,CPN,22,S,N,M,Soltero,0,7.62,5.5,1,1,1
1103,CPN,22,N,N,F,Soltero,0,5.65,3.5,0,0,0
1104,CPN,22,S,N,M,Soltero,0,6.74,3.25,0,0,0
1105,CPN,22,N,N,M,Soltero,0,7.52,5.0,1,1,1
1106,LA,22,N,N,F,Soltero,0,6.81,5.5,1,0,1
1107,CPN,22,N,S,M,Soltero,0,6.8,3.25,0,0,0
1108,CPN,22,N,N,M,Soltero,0,6.73,4.25,1,0,1
1109,CPN,21,N,N,F,Soltero,0,7.17,3.75,0,1,0
1110,CPN,22,N,N,M,Soltero,0,8.87,5.75,1,1,1
1111,CPN,22,N,N,F,Soltero,0,7.46,8.0,1,1,1
1112,LA,21,N,N,M,Soltero,0,3.83,0.5,0,0,0
1113,CPN,23,N,N,F,Soltero,0,6.74,4.0,1,0,0
1114,LE,22,N,N,F,Soltero,0,8.42,5.75,1,1,1
1115,CPN,22,N,N,M,Soltero,0,8.67,6.5,1,1,1
1116,CPN,21,N,N,F,Soltero,0,5.88,3.75,0,0,0
1117,CPN,23,S,S,F,Soltero,0,5.95,3.75,0,0,0
1118,CPN,21,N,N,M,Soltero,0,6.0,7.5,1,0,1
1119,LA,22,N,N,M,Soltero,0,7.13,8.0,1,1,1
1120,CPN,21,N,N,M,Soltero,0,6.41,3.75,0,0,0
1121,CPN,22,N,N,F,Soltero,0,6.06,2.75,0,0,0
1122,CPN,22,N,S,F,Soltero,0,6.52,4.75,1,0,1
1123,CPN,21,S,N,F,Soltero,0,6.87,4.0,1,0,0
1124,CPN,22,N,N,F,Soltero,0,6.66,5.75,1,0,1
1125,CPN,21,N,N,M,Soltero,0,7.41,9.5,1,1,1
1126,LA,21,S,N,F,Soltero,0,7.06,8.75,1,1,1
1127,LA,22,N,N,F,Soltero,0,5.9,3.25,0,0,0
1128,CPN,22,N,N,M,Soltero,0,8.24,6.5,1,1,1
1129,LE,22,N,S,M,Soltero,0,7.53,7.25,1,1,1
1130,CPN,22,N,N,F,Soltero,0,6.5,4.5,1,0,1
1131,CPN,21,N,N,F,Soltero,0,6.76,5.75,1,0,1
1132,LE,24,S,S,F,Soltero,1,7.08,4.0,1,1,1
1133,CPN,22,S,N,F,Soltero,0,7.05,3.75,0,1,0
1134,CPN,21,N,N,F,Soltero,0,6.96,5.5,1,0,1
1135,LE,23,S,N,M,Soltero,0,7.77,5.75,1,1,1
1136,CPN,22,N,N,F,Soltero,0,7.17,8.0,1,1,1
1137,CPN,22,N,N,M,Soltero,0,7.07,5.5,1,1,1
1138,CPN,23,N,N,F,Soltero,0,6.0,4.0,1,0,0
1139,CPN,22,N,N,M,Soltero,0,6.56,4.5,1,0,1
1140,CPN,21,N,N,F,Soltero,0,6.86,5.25,1,0,1
1141,CPN,22,N,N,F,Soltero,0,8.56,6.0,1,1,1
1142,LA,22,N,S,F,Soltero,0,6.53,3.5,0,0,0
1143,CPN,22,N,S,F,Soltero,0,6.35,4.25,1,0,0
1144,CPN,21,S,N,F,Soltero,0,5.97,5.0,1,0,1
