ID,Carrera,Edad,AyudaFamiliar,PlanSocial,Trabajo,Beca,HsTrabSem,Genero,EstadoCivil,SituacionPadre,SituacionMadre,CantidadHijos,ViveCon,CP,Aprobadas,Reprobadas,Prom_cAplazo,Plazo, A/P ,DesempR,DesempC
20644,CPN,30,S,N,N,N,0,M,1,0,0,0,3,5507,36,20,5.98,12,  3.00 ,  17.94 ,0
20645,CPN,32,S,N,S,N,1,F,1,1,0,0,3,5541,31,26,5.56,12,  2.58 ,  14.36 ,0
20650,LA,30,N,N,S,N,4,M,1,0,0,0,3,5541,35,14,6.55,12,  2.92 ,  19.10 ,0
20653,CPN,30,S,N,S,N,,F,2,0,0,0,3,5539,36,12,6.81,12,  3.00 ,  20.43 ,0
20661,CPN,30,N,N,S,N,3,F,1,0,0,0,3,5543,33,14,6.62,12,  2.75 ,  18.21 ,0
20666,CPN,29,N,N,S,N,2,F,1,1,1,0,1,5600,26,23,5.49,12,  2.17 ,  11.90 ,0
20668,CPN,30,N,N,S,N,3,F,2,0,0,0,3,5584,33,12,6.69,12,  2.75 ,  18.40 ,0
20674,CPN,30,S,N,S,N,2,F,1,1,0,0,3,,33,27,5.77,12,  2.75 ,  15.87 ,0
20678,LA,29,S,N,N,N,0,M,1,0,0,0,3,5515,36,8,6.86,8,  4.50 ,  30.87 ,1
20681,CPN,30,S,N,S,S,,M,1,0,0,0,3,5507,32,7,6.79,12,  2.67 ,  18.11 ,0
20683,CPN,34,S,N,N,N,0,F,5,0,0,1,4,5500,32,26,5.59,12,  2.67 ,  14.91 ,0
20689,CPN,29,S,N,N,N,0,F,1,0,0,0,3,5519,33,21,5.81,12,  2.75 ,  15.98 ,0
20690,CPN,30,S,N,S,N,2,F,1,0,0,0,3,5501,21,13,6.18,12,  1.75 ,  10.82 ,0
20705,CPN,33,N,N,S,N,4,M,1,0,0,0,4,5539,34,19,6.06,12,  2.83 ,  17.17 ,0
20710,LA,29,N,N,S,N,2,F,1,0,0,0,3,5519,34,0,7.88,10,  3.40 ,  26.79 ,1
20719,CPN,30,N,N,S,N,4,F,1,0,0,0,3,5519,35,8,7.05,12,  2.92 ,  20.56 ,0
20721,CPN,30,N,N,S,N,3,F,1,1,0,0,3,5500,24,17,5.9,12,  2.00 ,  11.80 ,0
20732,LA,30,N,N,S,N,4,M,1,0,0,0,3,5573,36,9,6.76,12,  3.00 ,  20.28 ,0
20751,LA,30,N,N,S,N,4,M,1,0,0,0,3,5523,36,3,7.62,12,  3.00 ,  22.86 ,0
20757,CPN,30,S,N,S,N,2,M,1,0,0,0,3,5501,34,26,5.59,12,  2.83 ,  15.84 ,0
20771,CPN,30,N,N,S,N,4,F,1,1,0,0,3,5527,35,16,6.1,12,  2.92 ,  17.79 ,0
20773,CPN,30,S,N,S,N,2,M,1,0,0,0,3,5500,28,21,5.86,12,  2.33 ,  13.67 ,0
20775,LE,29,S,N,S,N,1,M,1,0,0,0,3,5501,33,13,6.8,12,  2.75 ,  18.70 ,0
20783,LA,30,S,N,N,N,0,F,1,0,0,0,3,5515,36,2,7.68,12,  3.00 ,  23.04 ,0
20787,LA,30,S,N,N,S,0,F,1,0,0,0,3,5544,34,15,6.37,12,  2.83 ,  18.05 ,0
20794,LA,29,N,N,S,N,4,M,2,0,0,1,4,5519,32,3,7.17,10,  3.20 ,  22.94 ,0
20806,LA,30,S,N,S,N,3,F,1,0,0,0,3,5622,34,25,5.93,12,  2.83 ,  16.80 ,0
20806,CPN,30,S,N,S,N,3,F,1,0,0,0,3,5622,10,0,7,9,  1.11 ,  7.78 ,0
20817,CPN,32,S,N,N,N,0,F,1,0,0,0,3,5519,27,21,5.38,12,  2.25 ,  12.11 ,0
20821,LA,29,N,N,S,N,3,F,1,0,0,0,1,5539,17,6,6.61,12,  1.42 ,  9.36 ,0
20827,CPN,30,S,N,S,N,1,M,1,0,0,0,3,8300,32,25,5.89,12,  2.67 ,  15.71 ,0
20830,CPN,30,N,N,S,N,4,M,1,0,0,0,3,5570,33,24,6.21,12,  2.75 ,  17.08 ,0
20840,CPN,29,N,N,S,N,4,F,1,0,0,0,1,5525,36,32,5.65,12,  3.00 ,  16.95 ,0
20850,CPN,29,S,N,N,N,0,F,1,0,0,0,3,5507,35,6,6.78,12,  2.92 ,  19.78 ,0
20852,CPN,30,N,N,S,N,4,F,1,0,0,0,3,5525,33,19,5.94,12,  2.75 ,  16.34 ,0
20864,CPN,29,N,N,S,N,3,M,1,0,0,0,3,5515,36,14,6.65,12,  3.00 ,  19.95 ,0
20867,LE,31,N,N,S,N,4,M,1,0,0,0,1,5500,33,10,6.36,12,  2.75 ,  17.49 ,0
20868,CPN,29,N,N,S,N,,M,1,1,0,0,3,5500,30,21,5.75,12,  2.50 ,  14.38 ,0
20873,CPN,30,S,N,S,N,1,F,1,0,0,0,3,5584,21,14,5.51,12,  1.75 ,  9.64 ,0
20874,LA,34,N,N,S,N,4,M,1,0,0,0,3,5500,33,13,6.4,12,  2.75 ,  17.60 ,0
20876,LA,29,N,N,S,N,,F,1,0,0,0,3,5501,33,8,6.93,12,  2.75 ,  19.06 ,0
20877,LE,29,N,N,S,N,3,F,2,0,0,1,4,5515,32,5,7.43,12,  2.67 ,  19.81 ,0
20885,CPN,29,S,N,S,N,2,F,1,0,0,0,3,5517,36,12,6.48,12,  3.00 ,  19.44 ,0
20886,CPN,30,N,S,S,N,4,F,1,0,0,0,3,5500,10,13,5.13,12,  0.83 ,  4.28 ,0
20889,CPN,29,N,N,S,N,3,F,1,0,0,0,3,5507,24,20,5.39,12,  2.00 ,  10.78 ,0
20893,CPN,30,N,N,S,N,3,F,1,0,0,0,3,5539,26,16,6.14,12,  2.17 ,  13.30 ,0
20895,LA,29,S,N,N,N,0,M,1,0,0,0,3,5525,17,3,7.05,6,  2.83 ,  19.98 ,0
20904,CPN,30,N,N,S,N,4,M,2,0,0,1,4,5519,35,18,5.98,12,  2.92 ,  17.44 ,0
20915,CPN,30,N,N,S,N,3,M,1,0,0,0,3,5539,35,19,5.74,12,  2.92 ,  16.74 ,0
20919,CPN,30,S,N,N,N,0,M,1,0,0,0,3,5501,33,22,5.87,12,  2.75 ,  16.14 ,0
20949,LA,30,S,N,S,N,3,F,1,0,0,0,3,5541,35,5,7.23,12,  2.92 ,  21.09 ,0
20955,CPN,31,N,N,S,N,4,F,5,0,0,1,4,5600,34,24,5.93,12,  2.83 ,  16.80 ,0
20956,CPN,29,N,N,S,N,4,M,1,0,0,2,4,5600,33,10,6.84,12,  2.75 ,  18.81 ,0
20959,LA,29,S,N,S,N,2,M,1,0,0,0,3,5547,35,7,7.15,12,  2.92 ,  20.85 ,0
20960,CPN,32,N,N,S,N,3,M,1,0,0,0,3,5501,31,19,6.04,12,  2.58 ,  15.60 ,0
20966,CPN,30,N,N,S,N,4,F,1,0,0,0,1,5584,28,20,6.23,12,  2.33 ,  14.54 ,0
20968,LA,29,S,N,S,N,4,M,1,0,0,0,3,5500,36,11,7,12,  3.00 ,  21.00 ,0
20971,CPN,30,N,N,S,S,2,F,1,0,0,0,3,5573,30,9,6.36,12,  2.50 ,  15.90 ,0
20977,CPN,31,N,N,N,S,0,M,1,1,0,0,3,5500,18,16,5.56,12,  1.50 ,  8.34 ,0
20979,LA,29,N,N,S,N,4,F,1,0,0,0,3,5519,36,3,7.82,12,  3.00 ,  23.46 ,0
20982,LA,30,S,N,N,N,0,F,1,0,0,0,3,5584,34,15,6,12,  2.83 ,  17.00 ,0
20984,LA,30,S,N,S,N,4,F,1,0,0,0,1,5501,28,17,6.18,8,  3.50 ,  21.63 ,0
20984,CPN,30,S,N,S,N,4,F,1,0,0,0,1,5501,15,17,5.6,12,  1.25 ,  7.00 ,0
21000,CPN,30,N,N,S,N,3,F,1,0,0,0,1,5515,26,12,6.16,12,  2.17 ,  13.35 ,0
21007,CPN,29,S,N,S,N,4,F,1,0,0,1,1,5561,25,19,5.7,12,  2.08 ,  11.88 ,0
21055,CPN,30,N,N,S,N,2,M,1,0,0,0,3,5589,29,18,6.02,11,  2.64 ,  15.87 ,0
21059,CPN,29,N,N,S,N,4,F,1,0,0,0,3,5519,31,8,7.23,11,  2.82 ,  20.38 ,0
21064,LA,30,N,N,S,N,3,F,1,0,0,0,3,5533,21,4,7.32,11,  1.91 ,  13.97 ,0
21067,LA,31,S,N,S,N,4,F,1,0,0,0,3,5500,11,0,7.64,8,  1.38 ,  10.51 ,0
21079,CPN,29,N,N,S,N,3,F,1,0,0,0,3,5519,31,24,5.84,11,  2.82 ,  16.46 ,0
21080,CPN,29,N,N,S,N,3,F,1,0,0,0,3,5500,14,16,5.4,11,  1.27 ,  6.87 ,0
21082,CPN,28,S,N,S,N,4,F,1,0,0,0,2,5541,32,16,6.35,11,  2.91 ,  18.47 ,0
21086,CPN,29,N,N,S,N,2,F,1,0,0,0,1,5523,36,35,5.27,11,  3.27 ,  17.25 ,0
21088,CPN,29,N,N,S,N,4,F,1,0,0,1,5,5571,32,7,7.03,11,  2.91 ,  20.45 ,0
21089,CPN,29,S,N,S,N,3,M,1,0,0,0,3,5525,25,30,5.36,11,  2.27 ,  12.18 ,0
21094,CPN,29,S,N,S,N,3,F,1,0,0,0,3,5500,20,37,5.05,11,  1.82 ,  9.18 ,0
21095,CPN,29,S,N,N,N,0,F,1,0,0,1,4,5507,31,20,5.92,11,  2.82 ,  16.68 ,0
21105,CPN,28,S,N,S,N,4,F,1,0,0,0,3,5609,26,14,5.95,11,  2.36 ,  14.06 ,0
21108,CPN,29,S,N,S,N,4,F,1,0,0,0,3,5505,36,15,6.41,11,  3.27 ,  20.98 ,0
21112,CPN,30,N,N,S,N,3,M,1,1,0,1,3,5600,23,17,6.03,11,  2.09 ,  12.61 ,0
21114,CPN,29,S,N,S,N,2,M,1,1,0,0,1,5519,28,16,5.98,11,  2.55 ,  15.22 ,0
21123,CPN,29,N,N,S,N,3,F,2,0,0,0,4,5519,17,18,5.49,11,  1.55 ,  8.48 ,0
21131,CPN,28,S,N,S,N,1,F,1,0,0,0,3,5519,35,18,6.09,11,  3.18 ,  19.38 ,0
21133,CPN,28,N,N,S,N,4,M,1,0,1,0,3,5521,35,19,6.28,11,  3.18 ,  19.98 ,0
21136,CPN,30,N,N,S,S,,M,1,0,0,0,3,5501,18,28,5,11,  1.64 ,  8.18 ,0
21144,LA,28,S,N,N,N,0,F,1,0,0,0,3,5521,37,9,6.64,8,  4.63 ,  30.71 ,1
21146,CPN,35,N,N,S,N,,F,4,1,0,2,3,5515,24,18,6.02,11,  2.18 ,  13.13 ,0
21156,LA,31,N,N,S,N,4,F,1,0,0,0,3,5513,19,15,5.44,11,  1.73 ,  9.40 ,0
21157,CPN,29,S,N,S,N,4,F,1,1,0,0,3,5544,33,16,6.53,11,  3.00 ,  19.59 ,0
21158,CPN,28,N,N,S,N,4,M,1,1,0,0,1,5501,22,16,5.92,11,  2.00 ,  11.84 ,0
21162,CPN,30,S,N,S,N,4,F,1,0,0,0,5,5547,33,27,5.67,11,  3.00 ,  17.01 ,0
21163,CPN,29,S,N,S,N,2,F,1,0,0,0,3,5539,26,16,5.6,11,  2.36 ,  13.24 ,0
21167,LA,30,S,N,N,N,0,F,1,0,0,0,3,5573,4,2,6.4,2,  2.00 ,  12.80 ,0
21168,CPN,29,S,N,N,N,0,M,1,0,0,0,3,5547,36,10,6.57,11,  3.27 ,  21.50 ,0
21173,LA,28,N,N,S,N,4,F,5,0,0,1,4,5501,36,3,7.82,9,  4.00 ,  31.28 ,1
21178,CPN,29,S,N,N,N,0,F,1,0,0,0,3,5521,30,29,5.66,11,  2.73 ,  15.44 ,0
21180,CPN,30,S,N,N,N,0,M,1,1,0,0,3,5500,28,6,6.56,11,  2.55 ,  16.70 ,0
21185,LA,29,N,N,S,N,4,F,1,0,0,0,3,5539,32,17,6.51,11,  2.91 ,  18.94 ,0
21195,CPN,30,N,N,S,N,3,M,1,0,0,0,3,5521,32,10,6.51,11,  2.91 ,  18.94 ,0
21197,LA,29,S,N,S,N,1,F,1,0,0,0,3,5539,23,14,6.67,11,  2.09 ,  13.95 ,0
21198,CPN,29,S,N,S,N,2,M,1,0,0,1,3,5539,30,26,5.64,11,  2.73 ,  15.38 ,0
21202,CPN,31,S,N,S,N,1,M,1,0,0,0,3,5501,31,28,5.45,11,  2.82 ,  15.36 ,0
21204,LA,29,N,N,S,N,4,F,1,0,0,0,3,5507,36,0,8.69,11,  3.27 ,  28.44 ,1
21209,LA,29,S,N,N,N,0,F,1,0,0,0,3,5501,34,12,6.59,11,  3.09 ,  20.37 ,0
21209,CPN,29,S,N,N,N,0,F,1,0,0,0,3,5501,11,3,7.07,9,  1.22 ,  8.64 ,0
21218,CPN,28,N,N,S,N,4,M,2,0,0,1,3,5519,31,17,6.14,11,  2.82 ,  17.30 ,0
21220,CPN,28,N,N,S,N,4,M,1,0,0,0,3,5509,16,16,5.41,11,  1.45 ,  7.87 ,0
21233,CPN,30,S,N,N,N,0,F,2,0,0,1,4,5500,36,18,6.22,11,  3.27 ,  20.36 ,0
21234,LA,32,N,N,S,N,,F,1,0,1,0,,5539,27,13,6.3,11,  2.45 ,  15.46 ,0
21238,CPN,31,N,N,S,N,3,F,1,0,0,0,4,5521,27,13,5.84,11,  2.45 ,  14.33 ,0
21247,LA,28,S,N,N,N,0,M,1,1,0,0,3,5501,36,10,6.52,11,  3.27 ,  21.34 ,0
21259,LA,28,S,N,S,N,4,M,1,0,0,0,1,5501,36,11,6.77,11,  3.27 ,  22.16 ,0
21289,CPN,31,N,N,S,N,3,F,1,0,0,1,4,5500,5,6,5.82,11,  0.45 ,  2.65 ,0
21290,LA,29,N,N,S,N,4,F,1,1,0,0,5,5519,35,16,6.2,11,  3.18 ,  19.73 ,0
21294,CPN,29,S,N,S,N,4,F,1,0,0,0,3,5539,23,20,5.7,11,  2.09 ,  11.92 ,0
21319,CPN,28,N,N,S,N,,F,1,0,0,0,3,5539,31,18,5.86,11,  2.82 ,  16.51 ,0
21321,LA,28,N,N,S,N,4,F,1,0,0,0,3,5521,35,11,6.63,11,  3.18 ,  21.10 ,0
21325,CPN,29,N,N,S,N,,M,1,0,1,0,3,5573,17,8,6.32,11,  1.55 ,  9.77 ,0
21326,CPN,30,S,N,S,N,2,F,2,0,0,0,4,5521,35,23,5.71,11,  3.18 ,  18.17 ,0
21333,CPN,28,S,N,S,N,2,F,1,0,0,0,3,5521,33,15,6.13,11,  3.00 ,  18.39 ,0
21334,CPN,31,N,N,S,N,3,M,2,1,0,0,4,5505,33,15,5.98,11,  3.00 ,  17.94 ,0
21345,CPN,28,N,N,S,N,3,M,1,0,0,0,,5500,36,25,5.95,11,  3.27 ,  19.47 ,0
21346,CPN,28,S,N,S,N,4,M,1,0,0,0,3,5500,14,17,5.45,11,  1.27 ,  6.94 ,0
21358,CPN,28,S,N,S,N,1,F,1,0,0,0,3,5527,36,31,5.79,11,  3.27 ,  18.95 ,0
21363,LA,28,S,N,S,N,2,F,1,0,0,0,3,5500,31,14,6.76,11,  2.82 ,  19.05 ,0
21363,CPN,28,S,N,S,N,2,F,1,0,0,0,3,5500,9,0,7.56,10,  0.90 ,  6.80 ,0
21370,CPN,29,S,N,N,N,0,M,1,0,1,0,3,5501,33,13,6.43,11,  3.00 ,  19.29 ,0
21379,CPN,28,N,N,S,N,4,F,1,0,0,0,3,5544,36,18,6.13,11,  3.27 ,  20.06 ,0
21381,LA,30,N,N,S,N,3,M,1,0,0,0,3,5505,33,9,6.9,11,  3.00 ,  20.70 ,0
21383,CPN,29,S,N,N,N,0,M,1,0,0,0,3,5577,36,13,7.02,11,  3.27 ,  22.97 ,0
21387,CPN,29,S,N,N,N,0,F,1,0,0,0,3,5560,25,21,5.87,11,  2.27 ,  13.34 ,0
21392,LLO,29,N,N,S,N,2,F,1,0,0,0,4,5500,28,0,8.83,3,  9.33 ,  82.41 ,1
21397,LLO,48,N,N,N,N,0,M,2,1,1,3,5,5531,9,3,7.42,5,  1.80 ,  13.36 ,0
21407,CPN,29,N,N,S,N,3,M,1,0,0,0,4,5529,30,18,6.13,11,  2.73 ,  16.72 ,0
21411,CPN,28,S,N,N,N,0,F,1,0,0,0,3,5561,24,10,6.03,11,  2.18 ,  13.16 ,0
21412,CPN,30,N,N,S,N,3,F,1,0,0,0,3,5501,25,17,5.95,11,  2.27 ,  13.52 ,0
21414,CPN,29,S,N,N,N,0,F,1,0,0,0,3,5515,29,17,6.04,11,  2.64 ,  15.92 ,0
21415,LE,29,S,N,S,N,2,M,1,0,0,0,3,5500,31,11,6.41,11,  2.82 ,  18.06 ,0
21417,CPN,30,S,N,S,N,3,M,1,0,0,0,3,5539,28,20,5.75,11,  2.55 ,  14.64 ,0
21419,CPN,28,S,N,N,N,0,F,1,1,0,0,3,5533,36,21,5.81,11,  3.27 ,  19.01 ,0
21422,CPN,28,S,N,S,N,1,F,1,0,0,0,3,5515,32,23,5.66,11,  2.91 ,  16.47 ,0
21431,CPN,28,S,N,N,N,0,M,1,1,0,0,3,5521,36,19,6.4,11,  3.27 ,  20.95 ,0
21434,CPN,30,N,N,S,N,3,M,5,0,0,2,4,5500,14,17,4.9,11,  1.27 ,  6.24 ,0
21441,LA,29,S,N,N,N,0,F,1,0,0,0,3,5539,24,7,6.58,11,  2.18 ,  14.36 ,0
21443,CPN,29,N,N,S,N,4,M,1,1,0,0,3,5561,20,21,5.59,11,  1.82 ,  10.16 ,0
21447,LA,30,S,N,S,N,3,F,1,0,0,0,3,5609,22,14,5.89,9,  2.44 ,  14.40 ,0
21457,LA,29,N,N,S,N,3,M,1,0,0,0,,5539,36,5,7.37,11,  3.27 ,  24.12 ,1
21459,CPN,30,N,N,S,N,3,F,5,0,0,1,4,5605,30,25,5.65,11,  2.73 ,  15.41 ,0
21487,CPN,28,S,N,N,N,0,F,1,0,0,0,3,5523,25,13,6.45,11,  2.27 ,  14.66 ,0
21489,CPN,28,S,N,S,N,3,F,2,0,0,0,4,5505,34,9,6.72,11,  3.09 ,  20.77 ,0
21490,CPN,28,N,N,S,N,3,F,1,0,0,0,3,5589,27,23,5.24,11,  2.45 ,  12.86 ,0
21497,CPN,29,S,N,N,N,0,F,1,0,0,0,5,5577,21,17,5.37,11,  1.91 ,  10.25 ,0
21499,CPN,29,S,N,S,N,1,F,1,0,0,1,4,5507,31,13,6.5,11,  2.82 ,  18.32 ,0
21507,CPN,29,N,N,S,N,2,F,2,0,0,1,4,5513,36,22,5.9,11,  3.27 ,  19.31 ,0
21517,CPN,29,S,N,N,S,0,F,1,0,0,0,1,5500,32,14,6.48,11,  2.91 ,  18.85 ,0
21557,LA,28,S,N,N,N,0,F,1,0,0,0,3,5501,36,11,6.98,10,  3.60 ,  25.13 ,1
21558,CPN,27,N,N,S,N,3,F,1,1,0,0,3,5547,36,0,8.56,10,  3.60 ,  30.82 ,1
21561,CPN,28,S,N,S,N,2,F,1,0,0,0,3,5521,31,18,5.92,10,  3.10 ,  18.35 ,0
21562,LA,29,N,N,S,N,2,F,1,0,0,0,4,5525,35,18,6.26,10,  3.50 ,  21.91 ,0
21564,CPN,30,S,N,N,N,0,F,1,0,0,0,3,5519,35,9,6.68,10,  3.50 ,  23.38 ,0
21567,CPN,28,S,N,S,N,4,F,1,0,0,0,1,5539,36,19,5.98,10,  3.60 ,  21.53 ,0
21570,CPN,27,N,N,N,N,0,F,1,0,0,0,3,5500,35,13,6.6,10,  3.50 ,  23.10 ,0
21578,CPN,27,N,N,N,S,0,F,1,0,0,0,3,5521,33,18,6.02,10,  3.30 ,  19.87 ,0
21580,CPN,28,N,N,S,N,4,F,1,0,0,0,3,5513,36,12,6.81,10,  3.60 ,  24.52 ,1
21581,CPN,28,S,N,S,N,4,M,1,0,0,0,3,5501,29,15,6.5,10,  2.90 ,  18.85 ,0
21582,CPN,27,N,N,S,N,2,F,1,0,0,0,3,5544,23,11,6.06,10,  2.30 ,  13.94 ,0
21587,LA,27,S,N,S,N,2,M,1,0,0,0,3,5500,27,13,6.23,10,  2.70 ,  16.82 ,0
21595,CPN,27,N,N,N,N,0,M,1,1,0,0,3,5500,26,5,7.27,10,  2.60 ,  18.90 ,0
21596,CPN,29,S,N,N,N,0,F,1,0,0,0,3,5603,32,9,6.37,10,  3.20 ,  20.38 ,0
21599,LA,28,S,N,S,N,3,M,1,0,0,0,3,5539,36,12,6.5,10,  3.60 ,  23.40 ,0
21600,CPN,27,N,N,S,N,2,M,1,0,0,0,3,5501,12,3,7,4,  3.00 ,  21.00 ,0
21607,CPN,27,S,N,N,N,0,F,1,0,0,0,3,5500,33,21,6.17,10,  3.30 ,  20.36 ,0
21612,LA,27,N,N,S,N,1,F,2,0,0,0,4,5519,35,8,6.88,9,  3.89 ,  26.76 ,1
21615,LA,28,S,N,S,N,4,M,1,0,0,0,3,5521,23,8,6.58,10,  2.30 ,  15.13 ,0
21616,CPN,28,S,N,S,N,3,M,1,0,0,0,3,5519,32,19,6.16,10,  3.20 ,  19.71 ,0
21619,CPN,28,S,N,N,N,0,F,1,0,0,3,3,5505,20,19,5.59,10,  2.00 ,  11.18 ,0
21622,CPN,28,N,N,S,N,4,F,1,1,0,0,4,5505,31,6,6.92,10,  3.10 ,  21.45 ,0
21626,CPN,27,S,N,N,N,0,F,2,0,0,1,4,5547,34,19,6.13,10,  3.40 ,  20.84 ,0
21627,LA,28,S,N,S,N,2,F,1,0,0,0,3,5539,36,9,7.16,10,  3.60 ,  25.78 ,1
21630,CPN,28,S,N,N,N,0,F,1,0,0,0,3,5500,12,10,5.68,10,  1.20 ,  6.82 ,0
21635,CPN,28,S,N,S,S,4,M,1,0,0,0,3,5501,36,5,6.82,10,  3.60 ,  24.55 ,1
21643,LA,28,S,N,N,N,0,M,1,0,0,0,3,5525,32,2,7.36,8,  4.00 ,  29.44 ,1
21645,CPN,28,N,N,S,N,4,M,2,0,0,0,3,5519,35,8,7.02,10,  3.50 ,  24.57 ,1
21648,CPN,27,S,N,S,N,,F,1,0,0,0,3,5533,34,12,6.41,10,  3.40 ,  21.79 ,0
21648,LA,27,S,N,S,N,,F,1,0,0,0,3,5533,10,1,6.73,8,  1.25 ,  8.41 ,0
21649,CPN,27,S,N,N,N,0,F,1,0,0,0,3,5521,36,9,7.07,10,  3.60 ,  25.45 ,1
21651,CPN,27,N,N,S,N,2,F,1,0,0,0,3,5509,31,17,6.04,10,  3.10 ,  18.72 ,0
21655,CPN,27,S,S,N,N,0,F,1,1,0,1,3,5519,27,8,6.6,10,  2.70 ,  17.82 ,0
21662,CPN,27,N,N,S,N,4,M,1,0,0,0,3,5519,29,12,6.61,10,  2.90 ,  19.17 ,0
21664,CPN,28,S,N,S,N,3,F,1,0,0,2,3,5501,21,23,5.66,10,  2.10 ,  11.89 ,0
21668,CPN,28,S,N,S,N,1,F,1,0,0,0,3,5570,34,12,6.48,10,  3.40 ,  22.03 ,0
21678,LE,28,S,N,S,N,4,M,2,0,0,0,5,5501,32,6,7.16,10,  3.20 ,  22.91 ,0
21681,LA,27,S,N,N,N,0,F,1,0,0,0,3,5600,35,17,6.25,10,  3.50 ,  21.88 ,0
21685,CPN,28,N,N,S,N,3,F,2,0,0,1,4,5519,36,4,7.88,10,  3.60 ,  28.37 ,1
21687,LA,28,N,N,S,N,4,M,1,0,0,0,2,5500,24,16,5.48,10,  2.40 ,  13.15 ,0
21687,CPN,28,N,N,S,N,4,M,1,0,0,0,2,5500,4,0,7.75,8,  0.50 ,  3.88 ,0
21688,LA,27,N,N,S,N,3,M,1,0,0,0,3,5500,33,14,6.45,10,  3.30 ,  21.29 ,0
21691,LA,28,S,N,S,N,3,M,1,0,0,0,3,5570,29,7,6.72,10,  2.90 ,  19.49 ,0
21693,CPN,27,S,N,S,N,3,F,1,0,0,0,3,5570,22,14,5.89,10,  2.20 ,  12.96 ,0
21705,LA,28,S,N,N,N,0,M,1,0,0,0,3,5511,31,11,6.45,10,  3.10 ,  20.00 ,0
21708,CPN,30,N,N,S,N,,M,1,0,0,1,4,5509,6,3,6.33,10,  0.60 ,  3.80 ,0
21712,CPN,34,S,N,N,N,0,F,2,0,0,2,4,5500,27,3,8.08,7,  3.86 ,  31.17 ,1
21714,CPN,28,S,N,S,N,1,F,1,1,1,1,4,5600,25,17,5.95,10,  2.50 ,  14.88 ,0
21716,CPN,28,S,N,N,N,0,M,1,0,0,0,3,5505,33,13,6.67,10,  3.30 ,  22.01 ,0
21717,CPN,28,S,N,S,N,4,M,1,0,0,0,3,5600,21,10,6.03,10,  2.10 ,  12.66 ,0
21720,CPN,28,S,N,S,N,2,F,1,0,0,0,3,5541,37,9,7.2,10,  3.70 ,  26.64 ,1
21723,CPN,28,N,S,S,N,2,F,1,0,0,0,3,5600,21,10,6.35,10,  2.10 ,  13.34 ,0
21729,LA,28,N,N,S,N,3,F,5,0,0,0,4,5529,35,11,6.93,10,  3.50 ,  24.26 ,1
21730,LA,28,S,N,N,N,0,M,1,0,0,0,3,5501,14,0,8.29,4,  3.50 ,  29.02 ,1
21731,LA,28,N,N,S,S,3,F,1,0,0,0,3,5519,33,16,6.37,10,  3.30 ,  21.02 ,0
21732,CPN,29,N,N,S,N,4,F,1,0,0,0,3,5600,32,16,6.23,10,  3.20 ,  19.94 ,0
21735,CPN,28,S,N,S,N,3,M,1,0,0,0,3,5529,34,19,6.34,10,  3.40 ,  21.56 ,0
21738,CPN,28,S,N,N,N,0,F,1,0,0,1,3,5500,16,4,6.9,10,  1.60 ,  11.04 ,0
21746,LA,28,N,N,S,N,4,F,1,0,0,0,2,5533,25,14,6.33,10,  2.50 ,  15.83 ,0
21747,CPN,28,S,N,N,N,0,F,1,0,0,0,3,5527,19,12,5.81,10,  1.90 ,  11.04 ,0
21752,CPN,27,S,N,N,N,0,F,1,0,0,0,3,5521,15,15,5.57,10,  1.50 ,  8.36 ,0
21756,LA,27,S,N,S,N,3,F,1,0,0,0,3,5505,16,14,5.43,10,  1.60 ,  8.69 ,0
21756,CPN,27,S,N,S,N,3,F,1,0,0,0,3,5505,3,0,6.67,7,  0.43 ,  2.86 ,0
21764,CPN,28,S,N,N,S,0,F,1,0,0,0,3,5507,35,7,7.4,10,  3.50 ,  25.90 ,1
21766,CPN,27,N,N,S,N,2,F,1,0,0,0,3,5507,36,9,6.68,10,  3.60 ,  24.05 ,1
21774,CPN,30,S,N,N,N,0,F,1,0,0,0,3,5515,29,3,7.77,10,  2.90 ,  22.53 ,0
21780,LA,29,S,N,S,N,1,M,1,0,0,0,3,5539,28,13,6.22,10,  2.80 ,  17.42 ,0
21792,CPN,27,S,N,N,N,0,F,1,0,0,0,3,5500,25,20,5.71,10,  2.50 ,  14.28 ,0
21794,CPN,29,S,N,N,N,0,F,1,0,0,0,3,5515,29,13,6.26,10,  2.90 ,  18.15 ,0
21795,CPN,27,N,N,S,N,3,F,1,0,0,0,2,5500,33,11,6.48,10,  3.30 ,  21.38 ,0
21799,LA,27,S,N,S,N,3,M,1,0,1,0,3,5500,37,8,7.2,10,  3.70 ,  26.64 ,1
21804,CPN,28,S,N,S,N,2,F,1,0,0,0,3,5507,18,19,5.59,10,  1.80 ,  10.06 ,0
21813,CPN,27,N,N,S,N,3,F,1,1,0,0,3,5521,26,15,6.37,10,  2.60 ,  16.56 ,0
21814,CPN,27,S,N,N,N,0,F,1,0,0,0,3,5600,33,13,6.61,10,  3.30 ,  21.81 ,0
21818,CPN,28,S,N,S,N,3,M,1,0,1,0,3,5570,33,24,5.63,10,  3.30 ,  18.58 ,0
21819,LA,28,S,N,N,N,0,M,1,0,0,0,3,5570,21,3,6.74,7,  3.00 ,  20.22 ,0
21821,CPN,28,S,N,N,N,0,F,1,1,0,0,3,5527,29,13,6.19,10,  2.90 ,  17.95 ,0
