ID,Carrera,Edad,AyudaFamiliar,PlanSocial,Trabajo,Beca,HsTrabSem,Genero,EstadoCivil,SituacionPadre,SituacionMadre,CantidadHijos,ViveCon,CP,Aprobadas,Reprobadas,Prom_cAplazo,Plazo, A/P ,DesempR,DesempC
375,CPN,25,S,N,N,N,0,F,1,0,0,0,3,5570,14,5,6.37,6,  2.33 ,  14.86 ,0
376,CPN,23,S,N,N,N,0,F,1,0,0,0,3,5519,27,14,6.76,6,  4.50 ,  30.42 ,1
377,CPN,24,S,N,N,N,0,M,1,0,0,0,3,5525,24,18,6.1,6,  4.00 ,  24.40 ,1
379,CPN,23,S,N,S,N,,M,1,0,0,0,3,5519,23,18,5.63,6,  3.83 ,  21.58 ,0
380,CPN,24,S,N,S,S,3,F,1,0,0,0,3,5539,19,6,6.76,6,  3.17 ,  21.41 ,0
381,LA,23,S,N,N,N,0,F,1,0,0,0,3,5500,32,3,7.59,6,  5.33 ,  40.48 ,1
382,CPN,23,S,N,S,N,2,M,1,0,0,0,3,5531,35,2,8.14,6,  5.83 ,  47.48 ,1
383,CPN,25,S,N,N,N,0,F,1,0,0,0,3,5541,21,12,6.18,6,  3.50 ,  21.63 ,0
386,CPN,23,S,N,N,N,0,M,1,0,0,0,3,5525,27,8,6.6,6,  4.50 ,  29.70 ,1
387,CPN,24,S,N,N,N,0,F,1,0,0,0,3,5501,31,7,6.92,6,  5.17 ,  35.75 ,1
388,CPN,24,S,N,N,N,0,F,1,0,0,0,3,5500,12,16,5.54,6,  2.00 ,  11.08 ,0
391,CPN,23,S,N,N,N,0,M,1,0,0,0,3,5523,34,8,7.5,6,  5.67 ,  42.50 ,1
392,CPN,23,S,N,N,N,0,M,1,0,0,0,3,5519,23,14,6.22,6,  3.83 ,  23.84 ,0
394,LA,24,S,N,N,N,0,F,1,0,0,0,3,5500,32,3,7.38,6,  5.33 ,  39.36 ,1
395,CPN,24,S,N,N,N,0,F,1,0,0,0,3,5501,25,6,6.65,6,  4.17 ,  27.71 ,1
396,CPN,23,S,N,N,N,0,M,1,0,0,0,2,5501,31,7,6.82,6,  5.17 ,  35.24 ,1
398,CPN,24,S,N,N,N,0,F,1,0,0,0,3,5547,14,15,5.21,6,  2.33 ,  12.16 ,0
399,LA,24,S,N,N,N,0,M,1,0,0,0,3,5517,36,7,6.88,6,  6.00 ,  41.28 ,1
400,CPN,23,S,N,N,N,0,M,1,0,0,0,3,5571,23,15,5.82,6,  3.83 ,  22.31 ,0
401,CPN,23,S,N,N,S,0,F,1,0,0,0,3,5539,18,13,5.61,6,  3.00 ,  16.83 ,0
403,LA,25,S,N,N,N,0,F,1,0,0,0,3,5500,11,3,6.5,6,  1.83 ,  11.92 ,0
404,LA,23,S,N,N,N,0,F,1,0,0,0,3,5624,26,7,6.88,6,  4.33 ,  29.81 ,1
405,LA,23,S,N,S,N,2,F,1,0,0,0,3,5521,33,8,7.13,6,  5.50 ,  39.22 ,1
407,CPN,24,S,N,S,N,3,F,1,0,0,0,2,5525,28,4,7.66,6,  4.67 ,  35.75 ,1
408,CPN,23,S,N,N,N,0,M,1,0,0,0,3,5521,19,21,5.45,6,  3.17 ,  17.26 ,0
409,CPN,25,N,N,S,N,2,F,1,0,0,0,3,5539,20,15,5.74,6,  3.33 ,  19.13 ,0
410,CPN,25,S,N,N,N,0,F,1,0,1,0,3,5519,23,6,6.97,6,  3.83 ,  26.72 ,1
411,CPN,24,S,S,N,N,0,M,1,1,0,0,3,5547,18,4,6.19,6,  3.00 ,  18.57 ,0
412,LA,30,S,N,S,N,,M,1,0,0,0,3,5600,28,0,8.58,6,  4.67 ,  40.04 ,1
413,CPN,23,S,N,S,N,4,F,1,0,0,0,3,5600,34,0,8.88,6,  5.67 ,  50.32 ,1
414,LE,24,S,N,N,N,0,M,1,0,0,0,3,5507,22,6,7.04,6,  3.67 ,  25.81 ,1
417,CPN,25,S,N,N,S,0,F,1,0,0,0,3,5570,22,3,7.32,6,  3.67 ,  26.84 ,1
419,CPN,23,S,N,N,N,0,F,1,0,0,0,3,5521,18,11,5.97,6,  3.00 ,  17.91 ,0
421,LA,25,S,N,N,N,0,M,1,0,0,0,3,5600,16,7,6.43,6,  2.67 ,  17.15 ,0
424,CPN,24,N,S,S,N,2,F,1,0,0,0,3,5501,27,16,5.78,6,  4.50 ,  26.01 ,1
425,CPN,23,S,N,S,N,2,M,1,0,0,0,3,5600,32,5,7.03,6,  5.33 ,  37.49 ,1
428,CPN,23,S,N,S,N,2,M,1,0,0,0,3,5505,33,0,8.06,6,  5.50 ,  44.33 ,1
429,CPN,23,S,N,N,N,0,M,1,0,0,0,3,5500,36,5,7.24,6,  6.00 ,  43.44 ,1
430,CPN,23,S,N,N,N,0,M,1,0,0,0,3,5501,20,9,6.41,6,  3.33 ,  21.37 ,0
433,LA,24,S,N,N,N,0,M,1,0,0,0,3,5539,30,1,8.13,6,  5.00 ,  40.65 ,1
434,LA,25,S,S,S,N,2,F,1,0,0,0,3,5521,34,3,7.17,6,  5.67 ,  40.63 ,1
436,CPN,23,S,N,N,N,0,F,1,0,0,0,3,5521,30,7,6.84,6,  5.00 ,  34.20 ,1
437,CPN,25,S,N,N,N,0,M,1,0,0,0,3,5523,21,17,5.87,6,  3.50 ,  20.55 ,0
439,CPN,25,S,N,N,S,0,F,1,0,0,0,3,5511,25,15,6.03,6,  4.17 ,  25.13 ,1
441,CPN,23,S,N,S,N,3,M,1,0,0,0,3,5507,34,17,6.49,6,  5.67 ,  36.78 ,1
443,LE,23,S,N,N,N,0,F,1,0,0,0,3,5527,32,0,8.59,6,  5.33 ,  45.81 ,1
447,CPN,24,S,S,N,N,0,M,1,0,0,0,3,5500,19,17,5.92,6,  3.17 ,  18.75 ,0
449,LA,26,S,N,N,N,0,M,1,0,0,0,3,5515,36,6,7.24,6,  6.00 ,  43.44 ,1
450,CPN,24,S,N,N,N,0,M,1,0,0,0,3,5600,33,2,7.57,6,  5.50 ,  41.64 ,1
451,CPN,24,S,N,N,N,0,M,1,0,0,0,3,5500,27,14,5.98,6,  4.50 ,  26.91 ,1
452,LA,24,S,N,S,N,1,M,1,0,0,0,3,5519,26,5,7.13,5,  5.20 ,  37.08 ,1
453,CPN,24,S,N,N,N,0,F,1,0,0,0,3,5539,20,18,5.35,6,  3.33 ,  17.83 ,0
455,CPN,26,S,N,N,N,0,F,1,0,0,0,3,5601,26,8,7.03,6,  4.33 ,  30.46 ,1
457,CPN,24,S,N,N,N,0,M,1,0,0,0,3,5533,17,5,6.41,6,  2.83 ,  18.16 ,0
458,LA,24,S,N,N,N,0,F,1,0,0,0,3,5515,36,1,8.88,6,  6.00 ,  53.28 ,1
461,CPN,23,S,N,N,N,0,F,1,0,0,0,3,5523,14,10,5.54,6,  2.33 ,  12.93 ,0
462,CPN,23,S,N,N,N,0,F,1,0,0,0,3,5515,31,12,6.53,6,  5.17 ,  33.74 ,1
463,CPN,23,S,N,N,N,0,M,1,0,0,0,3,5539,33,1,8.47,6,  5.50 ,  46.59 ,1
464,CPN,23,S,S,N,N,0,F,1,0,0,0,3,5600,14,6,6.5,6,  2.33 ,  15.17 ,0
466,CPN,24,S,N,N,N,0,M,1,0,0,0,3,5570,30,2,8,6,  5.00 ,  40.00 ,1
469,CPN,24,S,N,N,S,0,M,1,1,0,0,3,5600,25,14,6.05,6,  4.17 ,  25.21 ,1
470,CPN,24,S,S,S,N,3,F,1,0,0,0,3,5501,26,8,6.44,6,  4.33 ,  27.91 ,1
471,CPN,24,S,N,N,N,0,F,1,0,0,0,3,5500,23,11,6.35,6,  3.83 ,  24.34 ,1
472,CPN,23,S,N,N,N,0,F,1,0,0,0,3,5539,28,5,7.06,6,  4.67 ,  32.95 ,1
473,LA,24,S,N,S,N,3,F,1,1,0,0,3,5500,19,4,6.83,6,  3.17 ,  21.63 ,0
474,CPN,24,S,N,N,N,0,M,1,0,0,0,3,5513,24,14,6.26,6,  4.00 ,  25.04 ,1
475,LA,25,S,N,S,N,2,F,1,0,0,0,3,5600,28,9,7.08,6,  4.67 ,  33.04 ,1
476,CPN,26,S,N,N,N,0,F,1,0,0,0,3,5560,18,11,6.34,6,  3.00 ,  19.02 ,0
477,CPN,24,S,S,N,N,0,F,1,0,0,0,3,5505,30,2,7.88,6,  5.00 ,  39.40 ,1
478,LA,23,S,N,S,N,1,M,1,0,0,0,3,5500,24,1,7.69,6,  4.00 ,  30.76 ,1
480,CPN,23,S,N,N,N,0,M,1,0,0,0,3,5511,22,21,5.58,6,  3.67 ,  20.46 ,0
481,CPN,25,S,N,N,N,0,F,1,1,0,2,4,5523,18,13,5.17,6,  3.00 ,  15.51 ,0
483,CPN,24,S,N,N,N,0,M,1,0,0,0,3,5501,17,13,5.9,6,  2.83 ,  16.72 ,0
484,CPN,26,S,N,N,N,0,F,1,0,0,0,3,5505,5,3,5.63,6,  0.83 ,  4.69 ,0
485,LA,24,S,N,N,N,0,F,1,0,0,0,3,5523,32,11,6.6,6,  5.33 ,  35.20 ,1
486,CPN,24,N,N,S,N,3,M,1,0,0,0,3,5519,31,10,6.54,6,  5.17 ,  33.79 ,1
488,CPN,24,S,N,N,N,0,F,1,0,0,0,3,5560,36,2,7.82,6,  6.00 ,  46.92 ,1
490,CPN,24,S,S,S,N,3,F,1,1,1,0,3,5547,13,15,5.54,6,  2.17 ,  12.00 ,0
490,LA,24,S,S,S,N,3,F,1,1,1,0,3,5547,9,2,6.64,2,  4.50 ,  29.88 ,1
491,CPN,23,N,N,N,N,0,M,1,0,0,0,1,5500,17,9,5.92,6,  2.83 ,  16.77 ,0
494,LA,25,S,N,N,S,0,F,1,0,0,0,3,5525,16,10,5.54,6,  2.67 ,  14.77 ,0
498,CPN,24,S,N,N,N,0,M,1,0,0,0,3,5525,27,17,6.45,6,  4.50 ,  29.03 ,1
502,CPN,23,S,S,N,N,0,F,1,0,0,0,3,5521,21,11,6.03,6,  3.50 ,  21.11 ,0
503,CPN,24,S,N,S,N,3,F,1,0,0,0,3,5515,28,8,7,6,  4.67 ,  32.67 ,1
505,CPN,25,S,N,N,N,0,F,1,0,0,0,3,5501,15,1,7.73,6,  2.50 ,  19.33 ,0
506,CPN,28,S,N,S,N,1,M,1,0,0,0,3,5501,11,14,5.04,6,  1.83 ,  9.24 ,0
508,CPN,23,S,N,N,N,0,F,1,1,0,0,3,5547,34,0,7.97,6,  5.67 ,  45.16 ,1
510,LA,24,S,N,S,N,3,M,1,0,0,0,3,5523,28,4,7.44,6,  4.67 ,  34.72 ,1
511,LA,24,S,N,S,N,2,F,1,0,0,0,3,5521,14,20,5.38,6,  2.33 ,  12.55 ,0
516,LA,23,S,N,S,N,4,M,5,0,0,1,3,5507,15,1,7.56,3,  5.00 ,  37.80 ,1
517,CPN,26,S,N,S,N,,M,1,0,0,0,3,5513,28,12,6.2,6,  4.67 ,  28.93 ,1
518,LA,24,S,N,N,N,0,F,1,0,0,0,3,5521,18,8,6.85,6,  3.00 ,  20.55 ,0
519,CPN,24,S,N,N,N,0,F,1,0,0,0,3,5521,31,11,6.6,6,  5.17 ,  34.10 ,1
521,CPN,24,S,N,N,N,0,F,1,0,0,0,3,,32,9,6.78,6,  5.33 ,  36.16 ,1
523,CPN,23,N,N,N,S,0,F,1,0,0,0,3,5500,27,4,7.9,6,  4.50 ,  35.55 ,1
525,LA,27,S,N,S,N,1,M,1,0,0,0,3,5603,36,2,7.94,6,  6.00 ,  47.64 ,1
527,CPN,23,S,N,N,N,0,F,1,0,0,0,3,,21,20,5.63,6,  3.50 ,  19.71 ,0
530,LLO,24,S,N,S,N,3,M,1,0,0,0,3,5501,4,10,4.67,3,  1.33 ,  6.23 ,0
532,CPN,23,S,N,S,N,2,F,1,0,0,0,3,5535,30,1,8.06,6,  5.00 ,  40.30 ,1
533,CPN,26,N,N,S,N,3,M,1,0,0,0,3,5570,11,21,4.56,6,  1.83 ,  8.36 ,0
535,CPN,26,S,N,N,N,0,F,1,1,0,0,3,5525,24,5,6.72,6,  4.00 ,  26.88 ,1
536,LA,24,S,N,N,N,0,F,1,0,0,0,3,5573,36,5,7.32,6,  6.00 ,  43.92 ,1
537,CPN,24,S,N,N,N,0,M,1,0,0,0,3,5544,32,5,7.24,6,  5.33 ,  38.61 ,1
538,CPN,23,N,N,S,N,4,F,1,0,0,0,3,5589,26,2,8,6,  4.33 ,  34.67 ,1
539,CPN,23,S,N,N,N,0,M,1,0,0,0,3,5500,16,9,6,6,  2.67 ,  16.00 ,0
540,CPN,24,S,N,N,N,0,F,1,0,0,0,3,5513,34,14,6.7,6,  5.67 ,  37.97 ,1
541,LE,24,S,N,N,N,0,M,1,0,0,0,3,5533,25,7,7.07,6,  4.17 ,  29.46 ,1
542,CPN,23,S,S,N,N,0,F,1,0,0,0,3,5577,18,12,6.5,6,  3.00 ,  19.50 ,0
544,LA,24,S,N,N,N,0,F,1,0,0,0,3,5600,32,3,7.9,6,  5.33 ,  42.13 ,1
546,CPN,25,S,N,N,N,0,F,1,1,0,0,3,5519,13,10,5.87,6,  2.17 ,  12.72 ,0
547,LA,23,N,N,N,S,0,F,1,0,0,3,3,5511,32,10,7.31,6,  5.33 ,  38.99 ,1
547,CPN,23,N,N,N,S,0,F,1,0,0,3,3,5511,4,4,5.38,5,  0.80 ,  4.30 ,0
548,CPN,27,S,N,N,N,0,M,1,0,0,0,3,5539,15,10,6.16,6,  2.50 ,  15.40 ,0
549,LA,31,N,N,S,N,3,F,2,0,0,0,4,5525,13,3,6.75,6,  2.17 ,  14.63 ,0
550,CPN,26,S,N,N,N,0,M,1,0,0,0,3,5501,21,7,6.78,6,  3.50 ,  23.73 ,0
551,LA,23,S,N,N,N,0,F,1,0,0,0,3,5505,36,1,8.47,6,  6.00 ,  50.82 ,1
552,LE,23,S,S,N,N,0,M,1,0,0,0,3,5521,28,3,7.35,6,  4.67 ,  34.30 ,1
555,LA,24,S,N,N,N,0,F,1,0,0,0,3,5577,34,5,7.23,6,  5.67 ,  40.97 ,1
556,CPN,24,S,S,N,N,0,F,1,0,0,0,3,5547,18,12,6,6,  3.00 ,  18.00 ,0
557,CPN,24,S,N,N,N,0,M,1,0,0,0,3,5515,27,12,6.15,6,  4.50 ,  27.68 ,1
558,LA,25,N,N,S,N,3,M,1,0,0,0,3,5601,32,3,7.49,6,  5.33 ,  39.95 ,1
559,CPN,28,S,N,N,N,0,F,1,0,0,3,3,5600,37,7,7.12,6,  6.17 ,  43.91 ,1
561,CPN,24,S,N,N,N,0,F,1,0,0,0,3,5501,34,2,8,6,  5.67 ,  45.33 ,1
562,CPN,23,N,N,S,N,2,M,1,0,0,0,3,5539,26,11,6.11,6,  4.33 ,  26.48 ,1
563,LA,24,S,S,N,N,0,F,1,0,0,0,3,5501,33,3,7.97,6,  5.50 ,  43.84 ,1
565,LA,23,S,N,S,N,1,M,1,0,0,0,3,,9,5,7.6,6,  1.50 ,  11.40 ,0
566,CPN,24,S,N,N,N,0,F,1,0,0,0,3,5509,35,16,6.41,6,  5.83 ,  37.39 ,1
570,CPN,24,S,N,N,N,0,F,1,0,0,0,3,5507,24,17,5.9,6,  4.00 ,  23.60 ,0
573,CPN,24,S,N,N,N,0,F,1,0,0,0,3,5500,21,13,6,6,  3.50 ,  21.00 ,0
575,CPN,23,S,N,N,S,0,F,1,0,0,0,3,5501,26,10,6.33,6,  4.33 ,  27.43 ,1
576,CPN,24,S,N,N,N,0,F,1,0,0,0,3,5519,24,10,6.18,6,  4.00 ,  24.72 ,1
577,LA,23,S,N,N,S,0,F,1,0,0,0,3,5539,36,5,7.68,6,  6.00 ,  46.08 ,1
577,CPN,23,S,N,N,S,0,F,1,0,0,0,3,5539,6,0,7.17,5,  1.20 ,  8.60 ,0
578,CPN,24,S,N,N,N,0,M,1,0,0,0,3,5505,21,3,7.04,6,  3.50 ,  24.64 ,1
580,CPN,23,S,N,N,N,0,F,1,0,0,0,3,5501,17,21,5.21,6,  2.83 ,  14.76 ,0
582,CPN,27,N,N,S,N,3,F,1,1,0,0,3,5519,9,10,5.95,6,  1.50 ,  8.93 ,0
585,CPN,24,S,N,N,N,0,F,1,0,0,0,3,5507,19,15,5.91,6,  3.17 ,  18.72 ,0
586,CPN,24,S,N,N,N,0,F,1,0,0,0,3,5505,11,9,5.35,6,  1.83 ,  9.81 ,0
588,LA,25,S,N,S,N,,M,1,0,0,0,3,5515,19,5,6.96,6,  3.17 ,  22.04 ,0
589,CPN,24,S,N,S,N,4,M,1,0,0,0,3,5577,23,4,7.48,6,  3.83 ,  28.67 ,1
591,CPN,24,S,N,S,N,1,M,1,0,0,0,3,5500,35,1,8.03,6,  5.83 ,  46.84 ,1
592,CPN,24,S,N,S,N,3,F,1,0,0,0,3,5539,27,13,6.03,6,  4.50 ,  27.14 ,1
593,CPN,24,S,N,S,S,2,M,1,0,0,0,3,5533,24,19,6.14,6,  4.00 ,  24.56 ,1
594,LE,23,S,N,N,N,0,M,1,0,0,0,3,5507,25,8,6.53,6,  4.17 ,  27.21 ,1
595,LE,23,S,N,N,N,0,F,1,0,0,0,3,5501,32,3,7.8,6,  5.33 ,  41.60 ,1
596,CPN,23,S,N,N,N,0,M,1,0,0,0,2,5525,18,13,5.68,6,  3.00 ,  17.04 ,0
597,CPN,25,S,N,N,N,0,M,1,0,0,0,1,5533,13,6,6.37,6,  2.17 ,  13.80 ,0
598,LE,27,S,N,N,N,0,M,1,0,0,0,3,5570,33,0,8.14,6,  5.50 ,  44.77 ,1
599,CPN,24,S,N,S,N,3,M,1,0,0,0,3,5511,27,12,6.3,6,  4.50 ,  28.35 ,1
600,CPN,25,N,N,S,S,4,F,1,0,0,0,3,5539,37,7,7.24,6,  6.17 ,  44.65 ,1
601,CPN,23,S,N,N,N,0,F,1,0,0,0,3,,33,3,7.61,6,  5.50 ,  41.86 ,1
604,CPN,25,S,N,N,N,0,F,1,0,0,0,3,5513,20,4,6.96,6,  3.33 ,  23.20 ,0
605,LA,25,S,N,N,N,0,F,1,0,1,0,3,5505,20,7,6.78,6,  3.33 ,  22.60 ,0
606,CPN,24,S,N,N,N,0,M,1,0,0,0,3,,35,4,7.69,6,  5.83 ,  44.86 ,1
607,CPN,26,S,N,N,N,0,M,1,0,0,0,3,5584,18,18,5.5,6,  3.00 ,  16.50 ,0
608,CPN,24,S,N,N,N,0,M,1,0,0,0,3,5523,26,10,6.44,6,  4.33 ,  27.91 ,1
610,LA,28,N,N,S,N,,M,1,0,0,0,1,5521,11,9,5.9,5,  2.20 ,  12.98 ,0
611,CPN,23,S,N,N,N,0,F,1,0,0,0,3,5570,30,12,6.43,6,  5.00 ,  32.15 ,1
612,CPN,24,S,N,S,N,2,F,1,0,0,0,3,5509,34,2,8.23,6,  5.67 ,  46.64 ,1
613,LA,23,S,N,N,N,0,M,1,0,0,0,3,5600,13,3,6.7,3,  4.33 ,  29.03 ,1
614,LA,24,S,N,N,N,0,F,1,0,0,0,3,5620,30,16,6.43,6,  5.00 ,  32.15 ,1
615,LA,25,S,N,N,N,0,M,1,0,0,0,3,5519,18,9,6.41,5,  3.60 ,  23.08 ,0
615,CPN,25,S,N,N,N,0,M,1,0,0,0,3,5519,1,0,9,3,  0.33 ,  3.00 ,0
616,CPN,23,S,N,S,N,2,F,1,0,0,0,3,5613,28,8,6.67,6,  4.67 ,  31.13 ,1
617,LE,23,N,N,S,N,,F,1,0,0,0,3,5539,22,5,7,6,  3.67 ,  25.67 ,1
618,LA,24,S,S,N,N,0,F,1,0,0,0,3,5500,27,2,8.28,6,  4.50 ,  37.26 ,1
620,CPN,25,S,N,N,S,0,F,1,0,0,0,3,5620,24,5,7.14,6,  4.00 ,  28.56 ,1
621,LA,24,S,N,N,N,0,M,1,0,0,0,3,5500,33,4,7.7,6,  5.50 ,  42.35 ,1
622,CPN,23,S,N,N,N,0,F,1,0,0,0,3,5570,22,13,6.17,6,  3.67 ,  22.62 ,0
623,CPN,25,S,N,S,N,2,M,1,0,0,0,3,5620,11,6,6.35,6,  1.83 ,  11.64 ,0
624,CPN,41,N,N,S,N,4,F,6,0,0,2,4,5570,15,10,6.28,6,  2.50 ,  15.70 ,0
626,CPN,25,S,N,S,N,2,F,1,0,0,0,3,5500,10,7,6.29,6,  1.67 ,  10.48 ,0
627,CPN,25,S,N,N,N,0,M,1,0,0,0,3,5539,26,5,7.29,6,  4.33 ,  31.59 ,1
628,CPN,26,S,S,N,N,0,F,1,1,0,0,3,5500,10,8,6.11,6,  1.67 ,  10.18 ,0
629,CPN,25,S,N,N,N,0,F,1,0,0,0,3,5600,23,1,7.54,6,  3.83 ,  28.90 ,1
630,CPN,23,S,N,N,N,0,F,1,0,0,0,3,5501,27,6,7.36,6,  4.50 ,  33.12 ,1
631,LA,24,S,N,N,N,0,M,1,0,0,0,3,5541,27,11,5.85,6,  4.50 ,  26.33 ,1
633,CPN,24,S,N,S,N,,M,1,0,0,0,3,5501,17,14,5.84,6,  2.83 ,  16.55 ,0
634,LA,23,S,N,N,N,0,M,1,0,0,0,3,5600,36,4,7.4,6,  6.00 ,  44.40 ,1
637,LA,23,S,N,N,N,0,F,1,0,0,0,3,5500,21,4,6.72,3,  7.00 ,  47.04 ,1
639,LA,23,N,N,S,N,3,M,1,1,0,0,3,5533,9,5,6,6,  1.50 ,  9.00 ,0
641,CPN,23,N,N,S,N,2,F,1,0,0,0,3,5500,17,2,7.63,6,  2.83 ,  21.62 ,0
642,LA,23,S,N,N,N,0,M,1,0,0,0,3,5600,32,7,6.56,6,  5.33 ,  34.99 ,1
643,CPN,23,S,N,S,N,2,F,1,0,0,0,3,5507,33,8,7,6,  5.50 ,  38.50 ,1
644,CPN,25,S,N,N,N,0,F,1,0,0,0,3,5505,13,9,5.64,6,  2.17 ,  12.22 ,0
645,CPN,23,S,N,N,N,0,F,1,1,0,0,2,5620,29,7,6.81,6,  4.83 ,  32.92 ,1
646,CPN,24,S,N,N,N,0,F,1,0,0,0,3,5500,24,6,6.7,6,  4.00 ,  26.80 ,1
647,CPN,25,N,S,N,N,0,M,1,0,0,0,3,5500,17,5,6.95,6,  2.83 ,  19.69 ,0
648,CPN,31,S,N,S,N,,M,1,0,0,0,3,5500,12,21,4.61,6,  2.00 ,  9.22 ,0
649,CPN,23,S,N,N,N,0,M,1,0,0,0,3,5521,23,8,6.68,6,  3.83 ,  25.61 ,1
650,CPN,23,N,N,S,N,4,M,1,0,0,0,3,5519,16,10,6.04,6,  2.67 ,  16.11 ,0
651,LA,23,S,N,N,N,0,F,1,1,0,0,3,5519,28,5,6.76,6,  4.67 ,  31.55 ,1
652,LA,24,S,N,N,N,0,F,1,0,0,0,3,5505,33,6,7.03,6,  5.50 ,  38.67 ,1
653,LE,24,S,N,N,N,0,F,1,0,0,0,3,5501,33,5,7.37,6,  5.50 ,  40.54 ,1
657,LA,23,S,N,N,N,0,F,1,0,0,0,3,5500,35,12,6.81,6,  5.83 ,  39.73 ,1
658,CPN,23,S,N,S,S,4,F,1,0,0,0,3,5500,32,4,7.53,6,  5.33 ,  40.16 ,1
660,CPN,27,N,N,S,N,2,M,1,0,0,0,3,5507,22,12,6.41,6,  3.67 ,  23.50 ,0
661,CPN,24,S,N,N,N,0,F,1,0,0,0,3,5519,28,8,6.61,6,  4.67 ,  30.85 ,1
662,CPN,23,S,N,N,N,0,F,1,0,0,0,3,5507,18,18,5.47,6,  3.00 ,  16.41 ,0
665,CPN,24,S,N,S,N,2,F,1,0,0,0,3,5547,25,10,6.94,6,  4.17 ,  28.92 ,1
666,CPN,24,S,N,N,N,0,F,1,0,0,0,3,5620,26,3,7.66,6,  4.33 ,  33.19 ,1
670,CPN,24,S,N,N,S,0,F,1,0,0,0,3,5527,36,0,8.72,6,  6.00 ,  52.32 ,1
672,CPN,24,S,N,N,N,0,M,1,0,0,0,3,5570,19,12,5.87,6,  3.17 ,  18.59 ,0
674,CPN,23,S,N,N,S,0,F,1,0,0,0,3,5505,21,13,6.62,6,  3.50 ,  23.17 ,0
675,LA,23,S,N,N,N,0,M,1,0,0,0,3,5509,9,2,6.45,3,  3.00 ,  19.35 ,0
675,CPN,23,S,N,N,N,0,M,1,0,0,0,3,5509,6,3,5.78,6,  1.00 ,  5.78 ,0
676,CPN,24,S,N,N,N,0,F,1,0,0,0,3,5539,19,12,6.26,6,  3.17 ,  19.82 ,0
678,CPN,26,S,N,N,N,0,M,1,0,0,0,3,5521,13,6,6.26,6,  2.17 ,  13.56 ,0
679,CPN,23,S,N,N,S,0,F,1,0,1,0,2,5577,26,6,7.63,6,  4.33 ,  33.06 ,1
681,CPN,26,S,N,N,N,0,M,1,0,0,0,3,5525,11,6,5.76,6,  1.83 ,  10.56 ,0
682,CPN,25,S,N,N,S,0,F,1,0,0,0,1,5603,20,22,4.93,6,  3.33 ,  16.43 ,0
683,CPN,25,S,N,N,N,0,F,1,0,0,0,3,5634,21,10,5.84,6,  3.50 ,  20.44 ,0
688,CPN,24,S,N,N,S,0,F,1,0,0,0,3,5501,24,6,7.37,6,  4.00 ,  29.48 ,1
689,CPN,23,S,N,N,N,0,F,1,0,0,0,2,5601,22,14,5.92,6,  3.67 ,  21.71 ,0
692,LA,24,S,N,N,N,0,M,1,0,0,0,1,5515,36,14,6.48,6,  6.00 ,  38.88 ,1
693,CPN,24,S,N,S,S,2,F,1,1,0,0,3,5539,24,7,7.1,6,  4.00 ,  28.40 ,1
694,CPN,24,S,N,N,N,0,M,1,0,0,0,3,5573,21,11,6.56,6,  3.50 ,  22.96 ,0
695,CPN,24,S,S,N,S,0,M,1,0,0,1,4,5507,25,13,6.26,6,  4.17 ,  26.08 ,1
696,CPN,23,N,N,S,N,1,F,1,0,0,0,4,5513,18,6,6.38,6,  3.00 ,  19.14 ,0
697,CPN,23,N,N,S,S,,F,1,0,1,0,3,5500,21,9,6.6,6,  3.50 ,  23.10 ,0
700,CPN,23,S,N,N,N,0,F,1,0,0,0,3,5570,36,5,7.8,6,  6.00 ,  46.80 ,1
701,CPN,24,S,N,N,S,0,F,1,1,0,0,1,5525,20,9,6.52,6,  3.33 ,  21.73 ,0
702,CPN,24,N,N,S,S,,F,1,1,0,0,3,5501,18,19,5.17,6,  3.00 ,  15.51 ,0
705,CPN,24,N,N,S,S,4,F,1,1,0,0,3,5539,36,0,8.94,6,  6.00 ,  53.64 ,1
706,CPN,24,S,S,N,S,0,F,1,0,0,0,3,5515,25,2,7.59,6,  4.17 ,  31.63 ,1
709,CPN,24,S,N,S,N,,M,1,0,0,0,3,5527,16,7,6,6,  2.67 ,  16.00 ,0
710,CPN,24,S,N,N,N,0,M,1,0,0,0,1,5600,33,3,8.31,6,  5.50 ,  45.71 ,1
711,CPN,23,S,N,N,N,0,M,1,1,0,0,3,5501,29,3,7.88,6,  4.83 ,  38.09 ,1
724,LA,23,S,N,N,N,0,M,1,0,0,0,3,5521,32,4,8.19,5,  6.40 ,  52.42 ,1
738,CPN,25,S,N,N,N,0,F,1,0,0,0,3,5519,11,12,5.3,5,  2.20 ,  11.66 ,0
739,CPN,23,S,N,N,S,0,F,1,0,0,0,3,5579,27,2,7.59,5,  5.40 ,  40.99 ,1
741,CPN,23,S,N,N,N,0,F,1,0,0,0,2,5505,20,11,6.1,5,  4.00 ,  24.40 ,1
742,CPN,23,N,N,N,S,0,F,1,0,0,0,3,5600,30,0,8.58,5,  6.00 ,  51.48 ,1
743,CPN,22,S,N,N,N,0,F,1,0,0,0,3,5509,29,6,7,5,  5.80 ,  40.60 ,1
745,CPN,24,S,N,N,N,0,F,1,0,0,0,3,5505,20,6,7.12,5,  4.00 ,  28.48 ,1
746,CPN,23,S,N,N,N,0,M,1,0,0,0,3,5507,18,14,5.48,5,  3.60 ,  19.73 ,0
